#EntrezID	Name	Score
9750	RIPOR2	1.000000
401494	HACD4	1.000000
63826	SRR	1.000000
200576	PIKFYVE	1.000000
400746	NCMAP	1.000000
64925	CCDC71	1.000000
285513	GPRIN3	1.000000
92	ACVR2A	1.000000
83450	DRC3	1.000000
159371	SLC35G1	1.000000
8658	TNKS	1.000000
29068	ZBTB44	1.000000
11320	MGAT4A	1.000000
285193	DUSP28	1.000000
389043	LINC01120	1.000000
388948	LINC01118	1.000000
154007	SNRNP48	1.000000
4974	OMG	1.000000
1264	CNN1	1.000000
84572	GNPTG	1.000000
65988	ZNF747	1.000000
6988	TCTA	1.000000
293	SLC25A6	1.000000
8986	RPS6KA4	1.000000
170463	SSBP4	1.000000
159090	FAM122B	1.000000
403314	APOBEC4	1.000000
56603	CYP26B1	1.000000
51072	MEMO1	1.000000
92126	DSEL	1.000000
4582	MUC1	1.000000
255239	ANKK1	1.000000
572	BAD	1.000000
23761	PISD	1.000000
162427	RETREG3	1.000000
8525	DGKZ	1.000000
56145	PCDHA3	1.000000
80306	MED28	1.000000
57799	RAB40C	1.000000
3189	HNRNPH3	1.000000
128439	SNHG11	1.000000
56146	PCDHA2	1.000000
51762	RAB8B	1.000000
55103	RALGPS2	1.000000
150383	CDPF1	1.000000
140890	SREK1	1.000000
79754	ASB13	1.000000
79095	C9orf16	1.000000
80055	PGAP1	1.000000
55728	N4BP2	1.000000
27152	INTU	1.000000
4673	NAP1L1	1.000000
389677	RBM12B	1.000000
6578	SLCO2A1	1.000000
50509	COL5A3	1.000000
330	BIRC3	1.000000
79947	DHDDS	1.000000
11152	WDR45	1.000000
64283	ARHGEF28	1.000000
124961	ZFP3	1.000000
163933	FAM43B	1.000000
10884	MRPS30	1.000000
644975	644975	1.000000
56143	PCDHA5	1.000000
152002	XXYLT1	1.000000
122970	ACOT4	1.000000
4213	MEIS3P1	1.000000
54776	PPP1R12C	1.000000
604	BCL6	1.000000
574036	SERTAD4-AS1	1.000000
216	ALDH1A1	1.000000
117177	RAB3IP	1.000000
328	APEX1	1.000000
7803	PTP4A1	1.000000
100132661	100132661	1.000000
10460	TACC3	1.000000
343477	HSP90B3P	1.000000
203238	CCDC171	0.678964
85397	RGS8	0.674442
127255	LRRIQ3	0.655079
84826	SFT2D3	0.623000
388646	GBP7	0.614110
89832	CHRFAM7A	0.613816
388284	C16orf86	0.612339
94120	SYTL3	0.611280
92070	CTBP1-AS2	0.611153
1668	DEFA3	0.609706
84519	ACRBP	0.609076
388533	KRTDAP	0.604530
170533	PA2G4P2	0.599373
520	ATP5MC2P1	0.598719
340390	WDR97	0.597413
283461	C12orf40	0.594324
100130776	AGAP2-AS1	0.582016
728039	SSR4P1	0.580877
256227	STEAP1B	0.553654
145773	FAM81A	0.527750
205860	TRIML2	0.500000
56923	NMUR2	0.500000
401331	RASA4CP	0.500000
57546	PDP2	0.500000
387273	KRTAP5-10	0.500000
283093	OR4C12	0.500000
282763	OR51B5	0.500000
152641	WWC2-AS2	0.500000
284240	LOC284240	0.500000
339834	CCDC36	0.500000
81099	OR4F17	0.500000
142679	DUSP19	0.500000
120775	OR2D3	0.500000
440050	KRTAP5-7	0.500000
26682	OR4F4	0.500000
391114	OR6K3	0.500000
127068	OR2T34	0.500000
81399	OR4F16	0.500000
84144	SYDE2	0.500000
729759	OR4F29	0.500000
342574	KRT27	0.500000
81448	OR6K2	0.500000
399876	NAV2-AS4	0.500000
133022	TRAM1L1	0.500000
85443	DCLK3	0.500000
402317	OR2A42	0.500000
159119	HSFY2	0.500000
440051	KRTAP5-11	0.500000
26683	OR4F3	0.500000
93429	LOC93429	0.500000
83900	KRTAP9-3	0.500000
346528	OR2A1	0.500000
138802	OR13C8	0.500000
85280	KRTAP9-4	0.500000
90316	TGIF2LX	0.500000
90655	TGIF2LY	0.500000
100133005	RASA4DP	0.500000
7539	ZFP37	0.488614
8970	HIST1H2BJ	0.481976
11082	ESM1	0.479073
220004	PPP1R32	0.478946
4973	OLR1	0.477064
148203	ZNF738	0.476996
55298	RNF121	0.476120
158402	158402	0.473931
26084	ARHGEF26	0.471961
84645	C22orf23	0.469198
130576	LYPD6B	0.469089
84709	MGARP	0.461511
122706	PSMB11	0.461153
163051	ZNF709	0.461097
64091	POPDC2	0.460544
339390	CLEC4G	0.459921
63899	NSUN3	0.459018
260293	CYP4X1	0.456703
374872	PEAK3	0.456503
219527	LRRC55	0.456339
56311	ANKRD7	0.456143
254122	SNX32	0.455661
64518	TEKT3	0.454875
84083	ZRANB3	0.441965
1990	CELA1	0.435863
84286	TMEM175	0.429082
80312	TET1	0.428970
100126784	LOC100126784	0.415513
135398	C6orf141	0.413652
246176	GAS2L2	0.413050
285598	ARL10	0.405955
400236	FOXN3-AS1	0.404064
85414	SLC45A3	0.400710
100129726	LINC01126	0.399292
56953	NT5M	0.398380
113622	ADPRHL1	0.398173
91752	ZNF804A	0.397575
8968	HIST1H3F	0.394069
284613	CYB561D1	0.392314
339803	LOC339803	0.391239
140578	CHODL	0.388099
55531	ELMOD1	0.387457
347454	SOWAHD	0.387114
30832	ZNF354C	0.383527
400566	C17orf97	0.382782
158314	LINC00475	0.382128
79166	LILRP2	0.376262
283849	EXOC3L1	0.374435
388780	LOC388780	0.371643
100049716	LOC100049716	0.371404
199786	FAM129C	0.370113
128312	HIST3H2BB	0.366419
24142	NAT6	0.365201
118427	OLFM3	0.361297
79613	TANGO6	0.359816
54797	MED18	0.358821
388815	MIR99AHG	0.358034
644809	C15orf56	0.357993
85026	ARRDC1-AS1	0.356995
4535	ND1	0.356753
118461	C10orf71	0.356271
317772	HIST2H2AB	0.355760
256815	C10orf67	0.355453
92747	BPIFB1	0.354981
124975	GGT6	0.354666
27285	TEKT2	0.354282
56895	AGPAT4	0.353765
440804	RIMBP3B	0.351287
221264	AK9	0.351146
120376	COLCA2	0.350733
375323	LHFPL4	0.350279
8654	PDE5A	0.349954
84223	IQCG	0.349887
652694	652694	0.345066
653583	PHLDB3	0.338520
64900	LPIN3	0.336289
4622	MYH4	0.335630
388697	HRNR	0.334251
161436	EML5	0.330883
387082	SUMO4	0.328230
25790	CFAP45	0.328113
85413	SLC22A16	0.327736
1007	CDH9	0.326590
8576	STK16	0.326052
115399	LRRC56	0.326001
386757	SLC6A10P	0.324871
84620	ST6GAL2	0.324697
136895	C7orf31	0.324577
158960	CH17-340M24.3	0.324368
84631	SLITRK2	0.322743
390205	LRRC10B	0.320549
56138	PCDHA11	0.320115
114609	TIRAP	0.319946
55222	LRRC20	0.319398
221692	PHACTR1	0.319175
80820	EEPD1	0.318171
79727	LIN28A	0.317720
145788	C15orf65	0.317603
11063	SOX30	0.314893
51281	ANKMY1	0.314412
130340	AP1S3	0.313632
388335	TMEM220	0.313561
26146	TRAF3IP1	0.313561
124923	SGK494	0.313449
64006	ERVK-6	0.313342
10380	BPNT1	0.313163
196993	CT62	0.312516
127003	C1orf194	0.312405
27439	TMEM121B	0.312342
27232	GNMT	0.312113
168537	GIMAP7	0.311777
203414	LINC01560	0.311347
151473	SLC16A14	0.311040
7152	TOP1P2	0.309978
123879	DCUN1D3	0.309811
84688	C9orf24	0.309350
51004	COQ6	0.308384
730092	RRN3P1	0.307690
440533	PSG8	0.307641
153657	TTC23L	0.307081
728344	GLRX3P2	0.306831
89932	PAPLN	0.305698
375341	C3orf62	0.305505
10740	RFPL1S	0.305328
79616	CCNJL	0.304436
56136	PCDHA13	0.301894
125206	SLC5A10	0.301748
140732	SUN5	0.301748
55506	H2AFY2	0.301558
254050	LRRC43	0.301492
374618	TEX9	0.301343
60412	EXOC4	0.301158
9087	TMSB4Y	0.300850
220965	FAM13C	0.298879
143686	SESN3	0.298333
159686	CFAP58	0.297524
113451	AZIN2	0.295273
221079	ARL5B	0.294928
26160	IFT172	0.294508
79149	ZSCAN5A	0.293116
54960	GEMIN8	0.292998
121256	TMEM132D	0.292894
83547	RILP	0.291931
9310	ZNF235	0.291606
79594	MUL1	0.291487
83697	SLC4A9	0.290576
117145	THEM4	0.290557
201799	TMEM154	0.290425
751071	CSKMT	0.289652
284040	CDRT4	0.289537
57722	IGDCC4	0.289175
57282	SLC4A10	0.288838
84366	PRAC1	0.288360
79929	MAP6D1	0.288112
203111	ERICH5	0.287899
2826	CCR10	0.286699
135	ADORA2A	0.286617
81571	MIR600HG	0.286169
22932	POMZP3	0.285863
554203	JPX	0.285839
84727	SPSB2	0.285574
283459	GATC	0.284878
6991	TCTE3	0.284556
149840	C20orf196	0.284525
9455	HOMER2	0.283937
158248	TTC16	0.283908
221122	LOC221122	0.283859
221458	KIF6	0.283859
148254	ZNF555	0.282656
91775	NXPE3	0.282105
116159	CYYR1	0.281570
9120	SLC16A6	0.281158
54790	TET2	0.280742
56142	PCDHA6	0.280336
84294	UTP23	0.279362
55234	SMU1	0.278635
80124	VCPIP1	0.278465
93587	TRMT10A	0.278351
196074	METTL15	0.277554
162333	MARCH10	0.277141
283229	CRACR2B	0.277063
26240	FAM50B	0.277029
112840	WDR89	0.276750
122809	SOCS4	0.276036
29104	N6AMT1	0.275659
256329	LMNTD2	0.275464
146822	CDRT15	0.275127
4166	CHST6	0.275082
51093	RRNAD1	0.274922
23551	RASD2	0.274920
8705	B3GALT4	0.274841
79608	RIC3	0.274834
253143	PRR14L	0.273893
79089	TMUB2	0.273829
84441	MAML2	0.273380
401250	MCCD1	0.273362
6571	SLC18A2	0.271418
23235	SIK2	0.271332
284695	ZNF326	0.270983
388152	GOLGA2P7	0.270751
90957	DHX57	0.270751
56964	WDR93	0.270548
2565	GABRG1	0.270546
122060	SLAIN1	0.270341
57549	IGSF9	0.270333
84905	ZNF341	0.270007
283106	CSNK2A3	0.269962
139596	UPRT	0.269794
6322	SCML1	0.269458
340419	RSPO2	0.269135
79993	ELOVL7	0.268913
253832	ZDHHC20	0.268760
84220	RGPD5	0.268080
142891	SAMD8	0.267978
729570	729570	0.267828
79575	ABHD8	0.267640
84221	SPATC1L	0.267492
171392	ZNF675	0.267257
55051	NRDE2	0.267193
78986	DUSP26	0.267145
11036	GTF2A1L	0.267109
122509	IFI27L1	0.267058
199745	THAP8	0.267021
503542	SPRN	0.267005
79989	TTC26	0.266998
25956	SEC31B	0.266898
26077	DKFZP434H168	0.266645
143425	SYT9	0.266645
50838	TAS2R13	0.266443
221833	SP8	0.266171
84167	C19orf44	0.265601
55432	YOD1	0.265435
11147	HHLA3	0.265081
6676	SPAG4	0.264917
54814	QPCTL	0.264888
23113	CUL9	0.264732
390916	NUDT19	0.264723
57393	CLTRN	0.264662
401022	HAGLR	0.264662
114789	SLC25A25	0.264651
254225	RNF169	0.264312
89919	89919	0.264272
284759	SIRPB2	0.264233
80816	ASXL3	0.264051
342371	ATXN1L	0.263935
55096	EBLN2	0.263869
283358	B4GALNT3	0.263732
60625	DHX35	0.263645
219738	FAM241B	0.263636
54619	CCNJ	0.263629
84451	MAP3K21	0.263470
147906	DACT3	0.263457
1128	CHRM1	0.263376
79865	TREML2	0.263286
55671	PPP4R3A	0.263058
414918	DENND6B	0.262939
26583	DUX4L8	0.262905
54437	SEMA5B	0.262896
85318	BAGE3	0.262896
54439	RBM27	0.262825
22802	CLCA4	0.262706
340554	ZC3H12B	0.262547
375743	PTAR1	0.262395
159163	RBMY1F	0.262359
56256	SERTAD4	0.262071
94115	CGB8	0.262032
150244	ZDHHC8P1	0.261755
201255	LRRC45	0.261637
93550	ZFAND4	0.261321
146395	GSG1L	0.261283
116143	WDR92	0.261150
1820	ARID3A	0.260993
55471	NDUFAF7	0.260987
57184	FAM219B	0.260969
259307	IL4I1	0.260529
7678	ZNF124	0.260476
285636	C5orf51	0.260132
54777	CFAP46	0.260074
10936	GPR75	0.259949
54149	C21orf91	0.259886
56160	NSMCE3	0.259822
80311	KLHL15	0.259637
84261	FBXW9	0.259546
4943	TBC1D25	0.259463
55680	RUFY2	0.259375
148266	ZNF569	0.259311
92105	INTS4	0.259289
79414	LRFN3	0.259208
116829	116829	0.259150
197407	ZNF48	0.259094
92345	NAF1	0.258929
56141	PCDHA7	0.258909
9734	HDAC9	0.258870
84449	ZNF333	0.258764
80195	TMEM254	0.258755
79780	CCDC82	0.258527
9022	CLIC3	0.258443
54020	SLC37A1	0.258323
26106	26106	0.258315
57565	KLHL14	0.258299
115825	WDFY2	0.258015
285147	285147	0.257960
160760	PPTC7	0.257906
400960	PCBP1-AS1	0.257729
80834	TAS1R2	0.257637
83756	TAS1R3	0.257637
151987	PPP4R2	0.257587
100132352	FRG1HP	0.257088
79096	C11orf49	0.257032
2151	F2RL2	0.256942
152519	NIPAL1	0.256877
84189	SLITRK6	0.256802
51473	DCDC2	0.256786
83853	ROPN1L	0.256690
57821	CCDC181	0.256636
6248	RSC1A1	0.256288
83860	TAF3	0.256037
286006	LSMEM1	0.256017
100316904	SAP25	0.255830
92421	CHMP4C	0.255517
79870	BAALC	0.255392
2875	GPT	0.255186
283337	ZNF740	0.255113
339122	RAB43	0.255021
201627	DENND6A	0.254628
57593	EBF4	0.254418
9501	RPH3AL	0.253996
23366	KIAA0895	0.253925
55690	PACS1	0.253853
152185	SPICE1	0.253455
256987	SERINC5	0.253378
27063	ANKRD1	0.253275
203062	TSNARE1	0.253263
642869	SETP4	0.253238
85403	EAF1	0.253157
149345	SHISA4	0.253088
148103	ZNF599	0.253043
57575	PCDH10	0.253030
84866	TMEM25	0.252998
147015	DHRS13	0.252983
79690	GAL3ST4	0.252978
115950	ZNF653	0.252841
4145	MATK	0.252814
84146	ZNF644	0.252614
285971	ZNF775	0.252566
118987	PDZD8	0.252496
28984	RGCC	0.252473
2686	GGT7	0.252447
55090	MED9	0.252424
257397	TAB3	0.252370
56135	PCDHAC1	0.252139
730394	GTF2H2C_2	0.252134
81786	TRIM7	0.252063
80086	TUBA4B	0.252058
2113	ETS1	0.251958
145282	MIPOL1	0.251946
120103	SLC36A4	0.251617
55160	ARHGEF10L	0.251535
1607	DGKB	0.251526
373863	DND1	0.251490
7562	ZNF708	0.251473
9459	ARHGEF6	0.251424
23766	GABARAPL3	0.251403
93426	SYCE1	0.251392
386672	KRTAP10-4	0.251376
9489	PGS1	0.251211
123041	SLC24A4	0.251021
57701	NCKAP5L	0.250933
130888	FBXO36	0.250880
151050	KANSL1L	0.250791
56181	MTFR1L	0.250755
55132	LARP1B	0.250740
65986	ZBTB10	0.250733
163859	SDE2	0.250586
9262	STK17B	0.250525
129303	TMEM150A	0.250354
165082	ADGRF3	0.250175
58491	ZNF71	0.250175
283373	ANKRD52	0.250150
113026	PLCD3	0.250092
147965	FAM98C	0.249740
6507	SLC1A3	0.249617
133746	JMY	0.249514
10669	CGREF1	0.249482
51130	ASB3	0.249367
153733	CCDC112	0.249178
140461	ASB8	0.249051
7682	MKRN4P	0.249049
120787	OR52W1	0.249002
286256	LCN12	0.249002
55814	BDP1	0.248911
55662	HIF1AN	0.248911
127933	UHMK1	0.248886
92340	PRR29	0.248880
23514	SPIDR	0.248789
133383	SETD9	0.248249
221960	CCZ1B	0.248163
221491	SMIM29	0.248141
202915	TMEM184A	0.248084
25989	ULK3	0.248024
90592	ZNF700	0.247929
112476	PRRT2	0.247922
144438	144438	0.247843
11163	NUDT4	0.247818
54799	MBTD1	0.247756
63908	NAPB	0.247717
55082	ARGLU1	0.247682
51028	VPS36	0.247592
54785	BORCS6	0.247388
57703	CWC22	0.247346
140545	RNF32	0.247321
378938	MALAT1	0.247302
121551	BTBD11	0.247209
286410	ATP11C	0.247207
652607	652607	0.247196
202025	202025	0.247156
81578	COL21A1	0.247140
100129550	LINC02035	0.247094
90835	CCDC189	0.247061
255967	PAN3	0.247058
64864	RFX7	0.247021
283643	TEDC1	0.247009
84687	PPP1R9B	0.246915
143684	FAM76B	0.246865
100132999	100132999	0.246790
219770	GJD4	0.246775
51535	PPHLN1	0.246774
337867	UBAC2	0.246749
80351	TNKS2	0.246740
6668	SP2	0.246605
10693	CCT6B	0.246527
85316	BAGE5	0.246527
5277	PIGA	0.246463
84081	NSRP1	0.246456
55593	OTUD5	0.246383
29946	SERTAD3	0.246204
55119	PRPF38B	0.246194
85319	BAGE2	0.246130
256643	BCLAF3	0.246099
1105	CHD1	0.246048
159013	CXorf38	0.246039
64399	HHIP	0.246018
154743	BMT2	0.246016
84541	KBTBD8	0.246007
258010	SVIP	0.245985
260425	MAGI3	0.245955
152877	FAM53A	0.245949
387882	C12orf75	0.245937
7627	ZNF75A	0.245916
25834	MGAT4C	0.245880
389816	LRRC26	0.245863
727910	TLCD2	0.245862
79612	NAA16	0.245828
642968	FAM163B	0.245828
90321	ZNF766	0.245827
27342	RABGEF1	0.245802
7827	NPHS2	0.245744
56980	PRDM10	0.245722
5922	RASA2	0.245696
132720	FAM241A	0.245668
91526	ANKRD44	0.245666
55252	ASXL2	0.245562
81608	FIP1L1	0.245526
54855	FAM46C	0.245229
100130175	100130175	0.245175
57621	ZBTB2	0.245112
254170	FBXO33	0.245083
55802	DCP1A	0.244999
7625	ZNF74	0.244984
5013	OTX1	0.244909
100132863	HMGB1P37	0.244837
10208	USPL1	0.244821
96459	FNIP1	0.244810
348487	FAM131C	0.244803
114825	PWWP2A	0.244762
79871	RPAP2	0.244720
257415	FAM133B	0.244719
150290	DUSP18	0.244700
51320	MEX3C	0.244590
143279	HECTD2	0.244589
126626	GABPB2	0.244589
79872	CBLL1	0.244490
660	BMX	0.244477
56987	BBX	0.244449
339745	SPOPL	0.244353
54834	GDAP2	0.244340
55105	GPATCH2	0.244336
203328	SUSD3	0.244163
113179	ADAT3	0.244135
196441	ZFC3H1	0.244121
135293	PM20D2	0.244062
124056	NOXO1	0.244060
79018	GID4	0.244017
344558	SH3RF3	0.243907
56990	CDC42SE2	0.243863
9258	MFHAS1	0.243765
9949	AMMECR1	0.243728
83699	SH3BGRL2	0.243632
1195	CLK1	0.243536
114801	TMEM200A	0.243530
113510	HELQ	0.243520
729496	LOC729496	0.243513
57456	KIAA1143	0.243436
645811	CCDC154	0.243385
406	ARNTL	0.243346
55279	ZNF654	0.243338
79762	C1orf115	0.243333
253260	RICTOR	0.243240
203228	C9orf72	0.243151
5611	DNAJC3	0.243147
4084	MXD1	0.243143
54974	THG1L	0.243104
22926	ATF6	0.243035
26122	EPC2	0.243034
50861	STMN3	0.243003
58155	PTBP2	0.242996
80817	CEP44	0.242991
92014	SLC25A51	0.242985
57162	PELI1	0.242916
51735	RAPGEF6	0.242862
221322	TBC1D32	0.242811
7335	UBE2V1	0.242777
9980	DOPEY2	0.242772
30001	ERO1A	0.242709
9712	USP6NL	0.242676
220164	DOK6	0.242671
81573	ANKRD13C	0.242665
57587	CFAP97	0.242630
55301	OLAH	0.242578
57700	FAM160B1	0.242562
25809	TTLL1	0.242560
387328	ZNF322P1	0.242548
153241	CEP120	0.242502
55015	PRPF39	0.242418
57501	KIAA1257	0.242400
57532	NUFIP2	0.242298
259282	BOD1L1	0.242279
79670	ZCCHC6	0.242263
285973	ATG9B	0.242239
7702	ZNF143	0.242218
55102	ATG2B	0.242184
22894	DIS3	0.242170
100101629	GAGE8	0.242125
64396	GMCL2	0.242125
64645	MFSD14A	0.242090
56648	EIF5A2	0.241988
401504	401504	0.241960
100131541	100131541	0.241953
9441	MED26	0.241926
26512	INTS6	0.241893
79684	MSANTD2	0.241882
166968	MIER3	0.241800
6920	TCEA3	0.241786
85363	TRIM5	0.241774
49854	ZBTB21	0.241745
90668	CARMIL3	0.241704
57146	TMEM159	0.241673
152815	THAP6	0.241630
65998	C11orf95	0.241605
64799	IQCH	0.241600
23552	CDK20	0.241568
83541	FAM110A	0.241510
256356	GK5	0.241473
204851	HIPK1	0.241443
904	CCNT1	0.241434
55196	KIAA1551	0.241417
22869	ZNF510	0.241356
8315	BRAP	0.241350
55861	DBNDD2	0.241284
55269	PSPC1	0.241251
5737	PTGFR	0.241223
222194	RSBN1L	0.241140
125476	INO80C	0.241134
90488	TMEM263	0.241128
79609	VCPKMT	0.241108
58492	ZNF77	0.241100
57508	INTS2	0.241099
65056	GPBP1	0.241066
221938	MMD2	0.241062
200030	NBPF11	0.241040
23253	ANKRD12	0.241009
1840	DTX1	0.240974
404550	C16orf74	0.240930
55677	IWS1	0.240917
6779	STATH	0.240887
11217	AKAP2	0.240883
94056	SYAP1	0.240882
56924	PAK6	0.240854
134553	C5orf24	0.240849
121536	AEBP2	0.240757
112752	IFT43	0.240717
115426	UHRF2	0.240678
151963	MB21D2	0.240638
653820	FAM72B	0.240635
23049	SMG1	0.240616
285172	FAM126B	0.240600
55031	USP47	0.240598
5930	RBBP6	0.240565
6018	RLF	0.240492
64940	STAG3L4	0.240431
56946	EMSY	0.240428
25946	ZNF385A	0.240343
5929	RBBP5	0.240311
69	ACTBP9	0.240283
128077	LIX1L	0.240258
157378	TMEM65	0.240212
79647	AKIRIN1	0.240174
58517	RBM25	0.240167
26127	FGFR1OP2	0.240164
133619	PRRC1	0.240157
23451	SF3B1	0.240142
90019	SYT8	0.240112
119587	CPXM2	0.240056
79091	METTL22	0.240054
9242	MSC	0.240025
79027	ZNF655	0.239981
284485	RIIAD1	0.239976
348807	CFAP100	0.239976
23401	FRAT2	0.239948
91319	DERL3	0.239934
23528	ZNF281	0.239932
57620	STIM2	0.239902
644504	644504	0.239817
285093	RTP5	0.239816
55892	MYNN	0.239792
26258	BLOC1S6	0.239790
81872	KRTAP2-1	0.239784
440952	EIF1B-AS1	0.239784
4012	LNPEP	0.239766
25909	AHCTF1	0.239764
54556	ING3	0.239744
29896	TRA2A	0.239704
8685	MARCO	0.239699
54464	XRN1	0.239688
59284	CACNG7	0.239678
55167	MSL2	0.239676
129049	SGSM1	0.239631
161357	MDGA2	0.239631
283464	GXYLT1	0.239610
84186	ZCCHC7	0.239559
55023	PHIP	0.239460
29072	SETD2	0.239447
84524	ZC3H8	0.239441
23091	ZC3H13	0.239425
399818	EEF1AKMT2	0.239374
114793	FMNL2	0.239360
84958	SYTL1	0.239336
54454	ATAD2B	0.239313
91801	ALKBH8	0.239307
55904	KMT2E	0.239306
7543	ZFX	0.239241
348378	SHISAL2A	0.239214
729013	ZBED5-AS1	0.239196
