#EntrezID	Name	Score	Degree
87	ACTN1	0.990099	793
5296	PIK3R2	0.990099	878
4627	MYH9	0.990099	391
7422	VEGFA	0.990099	825
3126	HLA-DRB4	0.990099	86
3845	KRAS	0.990099	1651
10398	MYL9	0.990099	280
57502	NLGN4X	0.990099	5
1281	COL3A1	0.990099	395
22871	NLGN1	0.990099	121
4893	NRAS	0.990099	1016
817	CAMK2D	0.990099	344
22854	NTNG1	0.990099	1092
10097	ACTR2	0.990099	1044
926	CD8B	0.990099	84
6401	SELE	0.990099	7
369	ARAF	0.990099	250
3679	ITGA7	0.990099	468
90952	ESAM	0.990099	49
10096	ACTR3	0.990099	1720
10718	NRG3	0.990099	9
3082	HGF	0.990099	472
27134	TJP3	0.990099	187
9071	CLDN10	0.990099	513
6404	SELPLG	0.990099	251
947	CD34	0.990099	335
1277	COL1A1	0.990099	783
3127	HLA-DRB5	0.990099	94
80310	PDGFD	0.990099	117
54961	SSH3	0.990099	775
2260	FGFR1	0.990099	1660
1460	CSNK2B	0.990099	927
7409	VAV1	0.990099	59
10298	PAK4	0.990099	603
3695	ITGB7	0.990099	32
6237	RRAS	0.990099	396
2316	FLNA	0.990099	934
7430	EZR	0.990099	289
85366	MYLK2	0.990099	5
4478	MSN	0.990099	608
29895	MYLPF	0.990099	68
6199	RPS6KB2	0.990099	310
394	ARHGAP5	0.990099	1656
3385	ICAM3	0.990099	150
1311	COMP	0.990099	44
857	CAV1	0.990099	604
9080	CLDN9	0.990099	664
7058	THBS2	0.990099	159
3691	ITGB4	0.990099	1320
7456	WIPF1	0.990099	262
5520	PPP2R2A	0.990099	849
3685	ITGAV	0.990099	1039
5921	RASA1	0.990099	1627
1495	CTNNA1	0.990099	1148
3681	ITGAD	0.990099	19
1457	CSNK2A1	0.990099	1031
23114	NFASC	0.990099	983
58494	JAM2	0.990099	120
208	AKT2	0.990099	1017
3133	HLA-E	0.990099	723
858	CAV2	0.990099	621
3117	HLA-DQA1	0.990099	134
3725	JUN	0.990099	672
1978	EIF4EBP1	0.990099	610
5583	PRKCH	0.990099	230
5501	PPP1CC	0.990099	1710
10000	AKT3	0.990099	1404
1129	CHRM2	0.990099	102
60	ACTB	0.990099	350
925	CD8A	0.990099	23
5062	PAK2	0.990099	1377
1459	CSNK2A2	0.990099	384
8394	PIP5K1A	0.990099	186
868	CBLB	0.990099	708
3678	ITGA5	0.990099	608
3084	NRG1	0.990099	997
3059	HCLS1	0.990099	99
3135	HLA-G	0.990099	383
4609	MYC	0.990099	556
5295	PIK3R1	0.990099	747
2245	FGD1	0.990099	290
7791	ZYX	0.990099	1043
25945	NECTIN3	0.990099	333
2261	FGFR3	0.990099	1006
3383	ICAM1	0.990099	555
572	BAD	0.990099	1145
824	CAPN2	0.990099	295
29780	PARVB	0.990099	325
1399	CRKL	0.990099	773
85477	SCIN	0.990099	3
22989	MYH15	0.990099	194
1435	CSF1	0.990099	790
5580	PRKCD	0.990099	141
2185	PTK2B	0.990099	316
3109	HLA-DMB	0.990099	87
8874	ARHGEF7	0.990099	851
23624	CBLC	0.990099	103
958	CD40	0.990099	105
103910	MYL12B	0.990099	269
3115	HLA-DPB1	0.990099	72
7148	TNXB	0.990099	1372
23396	PIP5K1C	0.990099	641
3675	ITGA3	0.990099	403
2277	VEGFD	0.990099	19
81624	DIAPH3	0.990099	67
3071	NCKAP1L	0.990099	28
4633	MYL2	0.990099	47
91807	MYLK3	0.990099	4
5336	PLCG2	0.990099	78
5818	NECTIN1	0.990099	2611
10686	CLDN16	0.990099	3
2191	FAP	0.990099	111
1002	CDH4	0.990099	1004
923	CD6	0.990099	546
998	CDC42	0.990099	535
382	ARF6	0.990099	783
2036	EPB41L1	0.990099	464
50649	ARHGEF4	0.990099	1230
5305	PIP4K2A	0.990099	98
1288	COL4A6	0.990099	619
3897	L1CAM	0.990099	777
6614	SIGLEC1	0.990099	185
1729	DIAPH1	0.990099	351
89	ACTN3	0.990099	208
7122	CLDN5	0.990099	37
64098	PARVG	0.990099	11
9475	ROCK2	0.990099	1063
1365	CLDN3	0.990099	105
10627	MYL12A	0.990099	121
4342	MOS	0.990099	234
6774	STAT3	0.990099	626
7040	TGFB1	0.990099	1042
3106	HLA-B	0.990099	673
85464	SSH2	0.990099	169
3119	HLA-DQB1	0.990099	183
2321	FLT1	0.990099	456
5133	PDCD1	0.990099	367
2534	FYN	0.990099	705
389	RHOC	0.990099	181
5155	PDGFB	0.990099	1747
8174	MADCAM1	0.990099	770
54413	NLGN3	0.990099	285
3913	LAMB2	0.990099	1051
4636	MYL5	0.990099	212
2066	ERBB4	0.990099	1450
7423	VEGFB	0.990099	473
5770	PTPN1	0.990099	546
71	ACTG1	0.990099	313
5515	PPP2CA	0.990099	1637
816	CAMK2B	0.990099	2851
10152	ABI2	0.990099	723
10451	VAV3	0.990099	147
55845	BRK1	0.990099	357
3134	HLA-F	0.990099	449
5881	RAC3	0.990099	85
128239	IQGAP3	0.990099	36
5579	PRKCB	0.990099	135
2324	FLT4	0.990099	92
53358	SHC3	0.990099	259
10109	ARPC2	0.990099	751
5175	PECAM1	0.990099	174
8735	MYH13	0.990099	102
1291	COL6A1	0.990099	1329
1027	CDKN1B	0.990099	1172
1839	HBEGF	0.990099	406
50509	COL5A3	0.990099	171
5908	RAP1B	0.990099	1114
4318	MMP9	0.990099	124
3676	ITGA4	0.990099	59
5063	PAK3	0.990099	115
5010	CLDN11	0.990099	70
1278	COL1A2	0.990099	410
942	CD86	0.990099	127
6402	SELL	0.990099	37
9378	NRXN1	0.990099	1156
1950	EGF	0.990099	10
9138	ARHGEF1	0.990099	612
3908	LAMA2	0.990099	343
89846	FGD3	0.990099	5
3791	KDR	0.990099	84
6198	RPS6KB1	0.990099	1382
55844	PPP2R2D	0.990099	6
596	BCL2	0.990099	724
3125	HLA-DRB3	0.990099	111
3384	ICAM2	0.990099	102
50855	PARD6A	0.990099	212
3918	LAMC2	0.990099	155
5294	PIK3CG	0.990099	17
4660	PPP1R12B	0.990099	369
5584	PRKCI	0.990099	795
9019	MPZL1	0.990099	758
5588	PRKCQ	0.990099	52
818	CAMK2G	0.990099	1088
10093	ARPC4	0.990099	406
6654	SOS1	0.990099	798
50848	F11R	0.990099	513
3122	HLA-DRA	0.990099	179
2318	FLNC	0.990099	354
1284	COL4A2	0.990099	914
5217	PFN2	0.990099	810
55742	PARVA	0.990099	429
3611	ILK	0.990099	774
8503	PIK3R3	0.990099	207
57144	PAK5	0.990099	218
5216	PFN1	0.990099	1170
57863	CADM3	0.990099	1010
6776	STAT5A	0.990099	45
84628	NTNG2	0.990099	37
7077	TIMP2	0.990099	787
6714	SRC	0.990099	614
1101	CHAD	0.990099	382
1730	DIAPH2	0.990099	322
1956	EGFR	0.990099	2255
4359	MPZ	0.990099	76
5582	PRKCG	0.990099	984
137075	CLDN23	0.990099	8
63923	TNN	0.990099	125
7448	VTN	0.990099	42
9074	CLDN6	0.990099	325
4625	MYH7	0.990099	57
8440	NCK2	0.990099	96
83660	TLN2	0.990099	239
5170	PDPK1	0.990099	559
940	CD28	0.990099	72
23365	ARHGEF12	0.990099	690
1496	CTNNA2	0.990099	24
3645	INSRR	0.990099	385
1272	CNTN1	0.990099	429
1001	CDH3	0.990099	169
3123	HLA-DRB1	0.990099	93
7059	THBS3	0.990099	252
8506	CNTNAP1	0.990099	217
8396	PIP4K2B	0.990099	896
623	BDKRB1	0.990099	56
1803	DPP4	0.990099	34
1132	CHRM4	0.990099	28
3673	ITGA2	0.990099	457
5923	RASGRF1	0.990099	1026
6416	MAP2K4	0.990099	1358
3105	HLA-A	0.990099	495
5601	MAPK9	0.990099	1939
7143	TNR	0.990099	1083
2549	GAB1	0.990099	323
3689	ITGB2	0.990099	166
2149	F2R	0.990099	343
3371	TNC	0.990099	352
1398	CRK	0.990099	331
5516	PPP2CB	0.990099	983
6696	SPP1	0.990099	39
2889	RAPGEF1	0.990099	197
1285	COL4A3	0.990099	1649
3479	IGF1	0.990099	377
387	RHOA	0.990099	728
324	APC	0.990099	1124
3107	HLA-C	0.990099	531
5880	RAC2	0.990099	535
2002	ELK1	0.990099	549
374	AREG	0.990099	23
9863	MAGI2	0.990099	482
3985	LIMK2	0.990099	209
55970	GNG12	0.990099	481
26999	CYFIP2	0.990099	560
10319	LAMC3	0.990099	80
965	CD58	0.990099	1093
5819	NECTIN2	0.990099	710
7114	TMSB4X	0.990099	220
5058	PAK1	0.990099	95
2932	GSK3B	0.990099	482
3687	ITGAX	0.990099	110
3912	LAMB1	0.990099	612
56034	PDGFC	0.990099	1096
81873	ARPC5L	0.990099	1471
3911	LAMA5	0.990099	792
4897	NRCAM	0.990099	865
5788	PTPRC	0.990099	152
79784	MYH14	0.990099	967
1131	CHRM3	0.990099	33
5521	PPP2R2B	0.990099	789
2768	GNA12	0.990099	145
79837	PIP4K2C	0.990099	101
2247	FGF2	0.990099	437
3910	LAMA4	0.990099	1404
4099	MAG	0.990099	1104
4624	MYH6	0.990099	4
823	CAPN1	0.990099	791
27	ABL2	0.990099	278
8395	PIP5K1B	0.990099	481
4301	AFDN	0.990099	313
3984	LIMK1	0.990099	541
22801	ITGA11	0.990099	40
5829	PXN	0.990099	804
6403	SELP	0.990099	173
3694	ITGB6	0.990099	108
23533	PIK3R5	0.990099	872
5609	MAP2K7	0.990099	723
92359	CRB3	0.990099	11
929	CD14	0.990099	127
200576	PIKFYVE	0.990099	950
100506658	OCLN	0.990099	5
207	AKT1	0.990099	800
1073	CFL2	0.990099	828
149461	CLDN19	0.990099	51
10163	WASF2	0.990099	169
1280	COL2A1	0.990099	685
3674	ITGA2B	0.990099	381
9075	CLDN2	0.990099	2
214	ALCAM	0.990099	976
93408	MYL10	0.990099	303
5228	PGF	0.990099	907
2069	EREG	0.990099	36
7412	VCAM1	0.990099	104
57689	LRRC4C	0.990099	10
7408	VASP	0.990099	265
83747	83747	0.977271	9
344148	NCKAP5	0.954982	4
3120	HLA-DQB2	0.948592	4
3266	ERAS	0.934587	3
9963	SLC23A1	0.932844	3
440097	DBX2	0.931236	3
150967	LINC01963	0.919056	2
399716	LOC399716	0.906310	2
94137	RP1L1	0.897392	2
1066	CES1	0.891933	2
7449	7449	0.890529	2
643535	KCTD9P2	0.890529	2
65061	CDK15	0.890003	2
441400	RAB1C	0.887938	2
91894	C11orf52	0.886910	2
389558	FAM180A	0.885906	2
126433	FBXO27	0.884159	2
158046	NXNL2	0.883320	2
152098	ZCWPW2	0.883001	2
201475	RAB12	0.882545	2
401509	ZNF658B	0.880438	2
55799	CACNA2D3	0.879583	2
57623	ZFAT	0.879235	2
4222	MEOX1	0.878133	2
222008	VSTM2A	0.877935	2
10345	TRDN	0.877486	2
91522	COL23A1	0.877306	2
2667	GDI2P1	0.877023	4
56126	PCDHB10	0.876826	2
10178	TENM1	0.876217	2
285888	CNPY1	0.876145	2
152405	C3orf30	0.874986	2
644739	WASF4P	0.874507	2
149483	CCDC17	0.874351	2
56127	PCDHB9	0.874201	2
541466	CT45A1	0.874194	2
8215	DVL1P1	0.833830	4
245932	DEFB119	0.804660	3
399761	BMS1P1	0.797909	3
84709	MGARP	0.778607	4
338773	TMEM119	0.751621	8
100133811	100133811	0.747049	7
57521	RPTOR	0.723143	9
90246	LOC90246	0.711575	2
84218	TBC1D3F	0.708302	6
55525	55525	0.708146	2
253935	ANGPTL5	0.697459	4
92591	ASB16	0.692174	3
388533	KRTDAP	0.683238	3
3579	CXCR2	0.682489	3
2255	FGF10	0.678328	4
6563	SLC14A1	0.678231	9
440915	POTEKP	0.672861	11
196051	PLPP4	0.664873	3
163782	KANK4	0.663194	3
130540	ALS2CR12	0.660297	4
143872	ARHGAP42	0.656744	3
286223	C9orf47	0.655968	3
158038	LINGO2	0.654757	3
145407	ARMH4	0.652876	3
56961	SHD	0.652616	5
642587	MIR205HG	0.649690	3
3394	IRF8	0.649351	19
167826	OLIG3	0.648041	3
414059	TBC1D3B	0.629348	3
654341	654341	0.628775	3
94120	SYTL3	0.627386	3
10324	KLHL41	0.626735	4
255275	MYADML2	0.624574	3
7675	ZNF121	0.623536	5
58	ACTA1	0.623252	9
729970	LOC729970	0.623192	3
100130155	MIR124-2HG	0.622588	3
389125	MUSTN1	0.621783	3
10071	MUC12	0.620754	4
56165	TDRD1	0.620052	5
149428	BNIPL	0.619115	3
85293	KRTAP3-3	0.617116	2
284764	FTLP3	0.614369	3
92241	RCSD1	0.614315	4
57512	GPR158	0.611414	3
343263	MYBPHL	0.611036	3
84826	SFT2D3	0.609702	3
9499	MYOT	0.607636	3
222865	TMEM130	0.607566	10
90525	SHF	0.606781	3
284406	ZFP82	0.604171	3
171177	RHOV	0.603993	3
8424	BBOX1	0.596597	9
89857	KLHL6	0.596353	3
2888	GRB14	0.595088	11
4542	MYO1F	0.594766	15
4538	ND4	0.593422	10
4512	COX1	0.592688	5
100132074	FOXO6	0.591181	3
26259	FBXW8	0.590755	5
118738	ZNF488	0.590219	3
8630	HSD17B6	0.588724	7
57626	KLHL1	0.588027	3
115677	NOSTRIN	0.587844	3
1593	CYP27A1	0.587388	6
84417	C2orf40	0.587384	4
285	ANGPT2	0.586951	47
266621	266621	0.585433	3
139716	GAB3	0.580440	16
91392	ZNF502	0.578119	3
11037	STON1	0.577659	6
84624	FNDC1	0.577377	13
50651	SLC45A1	0.575614	4
137814	NKX2-6	0.575161	6
85358	SHANK3	0.575106	65
50853	VILL	0.574016	6
972	CD74	0.572229	127
9050	PSTPIP2	0.570438	4
4312	MMP1	0.569721	34
22915	MMRN1	0.568443	4
55303	GIMAP4	0.567146	15
64123	ADGRL4	0.566929	54
7079	TIMP4	0.566855	27
114904	C1QTNF6	0.565383	4
131096	KCNH8	0.563007	7
79605	PGBD5	0.562925	8
50863	NTM	0.560600	4
728723	ZBED3-AS1	0.559443	4
340273	ABCB5	0.558305	3
50507	NOX4	0.557323	17
254778	C8orf46	0.556711	4
4536	ND2	0.556476	5
1794	DOCK2	0.555354	45
338440	ANO9	0.554175	4
29760	BLNK	0.553545	32
9965	FGF19	0.553503	4
728264	CARMN	0.553087	21
81607	NECTIN4	0.552423	9
9955	HS3ST3A1	0.552092	11
727936	GXYLT2	0.551831	15
54829	ASPN	0.551036	42
4060	LUM	0.550838	179
7133	TNFRSF1B	0.550572	73
54757	FAM20A	0.550361	6
85409	NKD2	0.550154	4
4319	MMP10	0.549503	5
64866	CDCP1	0.548838	39
7291	TWIST1	0.548832	77
353189	SLCO4C1	0.547214	5
2268	FGR	0.546883	23
4773	NFATC2	0.546185	9
5176	SERPINF1	0.546162	72
968	CD68	0.546128	55
1264	CNN1	0.545650	78
653361	NCF1	0.545488	54
3075	CFH	0.544856	49
143458	LDLRAD3	0.544386	11
6347	CCL2	0.543677	113
4778	NFE2	0.543531	6
51816	ADA2	0.543373	18
728	C5AR1	0.543223	33
260293	CYP4X1	0.542951	4
7292	TNFSF4	0.542398	8
51393	TRPV2	0.541879	49
1436	CSF1R	0.541738	71
57190	SELENON	0.541636	27
79933	SYNPO2L	0.540802	4
6039	RNASE6	0.539906	76
290	ANPEP	0.539524	17
55346	TCP11L1	0.538547	19
2028	ENPEP	0.538439	107
51296	SLC15A3	0.538358	63
729234	FAHD2CP	0.537415	4
718	C3	0.537248	139
6507	SLC1A3	0.537072	43
2241	FER	0.536851	4
57514	ARHGAP31	0.536692	8
8605	PLA2G4C	0.536288	22
654816	NCF1B	0.536251	7
2706	GJB2	0.535680	21
257106	ARHGAP30	0.535619	13
152330	CNTN4	0.535572	19
4688	NCF2	0.535475	76
50486	G0S2	0.535350	16
3965	LGALS9	0.535033	57
241	ALOX5AP	0.534420	80
10865	ARID5A	0.534002	24
4256	MGP	0.532779	185
69	ACTBP9	0.532719	44
342667	STAC2	0.532705	11
130026	ICA1L	0.531926	19
83706	FERMT3	0.531727	4
2199	FBLN2	0.531683	137
27295	PDLIM3	0.531562	90
196385	DNAH10	0.531477	9
6876	TAGLN	0.531346	330
56062	KLHL4	0.530802	30
126068	ZNF441	0.530303	4
695	BTK	0.530043	14
54873	PALMD	0.529759	59
9658	ZNF516	0.529511	7
22795	NID2	0.529402	258
149499	LRRC71	0.529369	4
56944	OLFML3	0.529091	130
646962	HRCT1	0.528275	4
10866	HCP5	0.528037	32
3055	HCK	0.527697	80
2791	GNG11	0.526773	95
951	CD37	0.526750	44
4950	4950	0.526425	34
140706	CCM2L	0.526077	8
84217	ZMYND12	0.525915	5
8639	AOC3	0.525804	15
153562	MARVELD2	0.525574	8
3486	IGFBP3	0.525314	247
284110	GSDMA	0.525124	6
1307	COL16A1	0.525032	206
51705	EMCN	0.524931	35
7980	TFPI2	0.524526	154
84083	ZRANB3	0.524209	4
151531	UPP2	0.524083	4
202333	CMYA5	0.523592	8
5737	PTGFR	0.523527	15
4311	MME	0.523476	71
50619	DEF6	0.523340	17
6770	STAR	0.522870	4
710	SERPING1	0.522764	206
158055	C9orf163	0.522600	4
7940	LST1	0.522576	181
153769	SH3RF2	0.521718	3
6335	SCN9A	0.521038	4
9056	SLC7A7	0.520813	70
404201	WDFY3-AS2	0.520623	4
84525	HOPX	0.519615	5
4046	LSP1	0.519456	85
54345	SOX18	0.519103	20
4973	OLR1	0.518152	10
7075	TIE1	0.517787	95
2022	ENG	0.517130	242
400931	MIRLET7BHG	0.516151	5
2995	GYPC	0.516094	16
112464	CAVIN3	0.515846	99
5327	PLAT	0.515776	460
2615	LRRC32	0.515695	114
5118	PCOLCE	0.515550	207
84695	LOXL3	0.515492	13
79961	DENND2D	0.515453	4
2213	FCGR2B	0.515422	20
1043	CD52	0.515280	40
6348	CCL3	0.514865	17
6591	SNAI2	0.514785	178
713	C1QB	0.514511	39
10361	NPM2	0.514166	8
10516	FBLN5	0.513938	102
27286	SRPX2	0.513676	85
164045	HFM1	0.513414	5
9388	LIPG	0.513397	25
8477	GPR65	0.512714	23
23213	SULF1	0.512162	333
2	A2M	0.511310	100
5157	PDGFRL	0.511025	166
3487	IGFBP4	0.510964	274
3732	CD82	0.510927	39
23704	KCNE4	0.510698	15
440823	MIAT	0.510462	6
83716	CRISPLD2	0.510147	172
3936	LCP1	0.510132	88
202134	FAM153B	0.509066	4
1906	EDN1	0.508821	116
2124	EVI2B	0.508698	94
22918	CD93	0.508267	229
124975	GGT6	0.507663	6
9429	ABCG2	0.507375	38
6913	TBX15	0.507281	6
57622	LRFN1	0.507244	5
4689	NCF4	0.506872	172
443	ASPA	0.506778	17
2167	FABP4	0.506544	40
57608	JCAD	0.506422	123
56937	PMEPA1	0.506374	100
4982	TNFRSF11B	0.506349	117
171425	CLYBL	0.506123	4
10631	POSTN	0.506068	395
8218	CLTCL1	0.505862	11
5947	RBP1	0.505669	201
3078	CFHR1	0.505461	33
1524	CX3CR1	0.505011	28
28959	TMEM176B	0.504969	11
391020	LOC391020	0.504849	97
716	C1S	0.504685	526
149111	CNIH3	0.504631	13
5341	PLEK	0.503972	231
22943	DKK1	0.503004	120
23555	TSPAN15	0.502822	5
4332	MNDA	0.502580	53
721	C4B	0.502340	16
7305	TYROBP	0.502187	68
84106	PRAM1	0.501748	6
7805	LAPTM5	0.501218	347
2207	FCER1G	0.501123	132
70	ACTC1	0.501070	72
4837	NNMT	0.500999	472
9535	GMFG	0.500611	63
115265	DDIT4L	0.500597	4
8601	RGS20	0.500542	49
165	AEBP1	0.500296	273
1012	CDH13	0.500272	38
10462	CLEC10A	0.500130	18
1439	CSF2RB	0.499739	43
285220	EPHA6	0.499225	8
11067	DEPP1	0.499133	396
9450	LY86	0.499094	85
7041	TGFB1I1	0.498977	453
72	ACTG2	0.498940	200
55843	ARHGAP15	0.498915	11
10468	FST	0.497944	274
715	C1R	0.497937	574
3587	IL10RA	0.497910	93
131368	ZPLD1	0.497808	2
79614	79614	0.497212	39
4811	NID1	0.496740	433
29948	OSGIN1	0.496142	6
6695	SPOCK1	0.495894	146
1634	DCN	0.495872	426
2018	EMX2	0.495647	39
161514	TBC1D21	0.495063	4
2697	GJA1	0.495062	225
127435	PODN	0.495058	16
60312	AFAP1	0.494430	20
26577	PCOLCE2	0.494293	21
6352	CCL5	0.494284	103
303	ANXA2P1	0.494278	6
11117	EMILIN1	0.494060	114
9510	ADAMTS1	0.493915	302
200958	MUC20	0.493896	9
60681	FKBP10	0.493680	71
6261	RYR1	0.493611	15
50839	TAS2R10	0.493568	4
5919	RARRES2	0.493514	236
3426	CFI	0.493312	131
4015	LOX	0.492289	330
143903	LAYN	0.492242	22
10417	SPON2	0.492037	76
3764	KCNJ8	0.492034	219
590	BCHE	0.491931	44
80183	RUBCNL	0.491876	31
11346	SYNPO	0.491844	161
963	CD53	0.491676	137
11197	WIF1	0.491396	18
79642	ARSJ	0.491327	51
3624	INHBA	0.490731	179
2731	GLDC	0.490699	30
25903	OLFML2B	0.490350	112
9124	PDLIM1	0.490227	126
2162	F13A1	0.490149	63
4237	MFAP2	0.490125	144
80342	TRAF3IP3	0.490083	13
286046	XKR6	0.489875	10
7100	TLR5	0.489829	7
