#EntrezID	Name	DisLabel	DisScore	ProcLabel	ProcScore	Combined	UNION	Conflict?	Degree
22871	NLGN1	Positive	0.500000	Positive	0.500000	0.250000	0.500000	NO	120
5062	PAK2	Positive	0.500000	Positive	0.500000	0.250000	0.500000	NO	1376
3984	LIMK1	Positive	0.500000	Positive	0.500000	0.250000	0.500000	NO	540
5595	MAPK3	Positive	0.500000	Positive	0.500000	0.250000	0.500000	NO	293
5305	PIP4K2A	Positive	0.500000	Positive	0.500000	0.250000	0.500000	NO	97
11117	EMILIN1	Positive	0.500000	Unlabeled	0.219000	0.109500	0.500000	NO	113
10410	IFITM3	Positive	0.500000	Unlabeled	0.216522	0.108261	0.500000	NO	386
7052	TGM2	Positive	0.500000	Unlabeled	0.216325	0.108163	0.500000	NO	420
1191	CLU	Positive	0.500000	Unlabeled	0.213302	0.106651	0.500000	NO	549
10371	SEMA3A	Positive	0.500000	Unlabeled	0.212057	0.106029	0.500000	NO	173
9508	ADAMTS3	Positive	0.500000	Unlabeled	0.208201	0.104101	0.500000	NO	113
5376	PMP22	Positive	0.500000	Unlabeled	0.206278	0.103139	0.500000	NO	558
1601	DAB2	Positive	0.500000	Unlabeled	0.206074	0.103037	0.500000	NO	624
199	AIF1	Positive	0.500000	Unlabeled	0.205846	0.102923	0.500000	NO	223
4038	LRP4	Positive	0.500000	Unlabeled	0.205299	0.102650	0.500000	NO	184
1958	EGR1	Positive	0.500000	Unlabeled	0.203061	0.101531	0.500000	NO	317
5063	PAK3	Unlabeled	0.202350	Positive	0.500000	0.101175	0.500000	NO	114
5793	PTPRG	Positive	0.500000	Unlabeled	0.202189	0.101095	0.500000	NO	325
3127	HLA-DRB5	Unlabeled	0.200696	Positive	0.500000	0.100348	0.500000	NO	93
2869	GRK5	Positive	0.500000	Unlabeled	0.200375	0.100188	0.500000	NO	546
23208	SYT11	Positive	0.500000	Unlabeled	0.198186	0.099093	0.500000	NO	273
2824	GPM6B	Positive	0.500000	Unlabeled	0.197897	0.098948	0.500000	NO	565
7127	TNFAIP2	Positive	0.500000	Unlabeled	0.197852	0.098926	0.500000	NO	479
5743	PTGS2	Positive	0.500000	Unlabeled	0.197817	0.098908	0.500000	NO	202
4035	LRP1	Positive	0.500000	Unlabeled	0.195182	0.097591	0.500000	NO	877
55568	GALNT10	Positive	0.500000	Unlabeled	0.195014	0.097507	0.500000	NO	322
1012	CDH13	Positive	0.500000	Unlabeled	0.193179	0.096590	0.500000	NO	37
6515	SLC2A3	Positive	0.500000	Unlabeled	0.192940	0.096470	0.500000	NO	317
6892	TAPBP	Positive	0.500000	Unlabeled	0.191451	0.095726	0.500000	NO	782
3280	HES1	Positive	0.500000	Unlabeled	0.191432	0.095716	0.500000	NO	147
2823	GPM6A	Positive	0.500000	Unlabeled	0.191286	0.095643	0.500000	NO	256
23166	STAB1	Positive	0.500000	Unlabeled	0.191252	0.095626	0.500000	NO	447
894	CCND2	Positive	0.500000	Unlabeled	0.190643	0.095321	0.500000	NO	474
9638	FEZ1	Positive	0.500000	Unlabeled	0.190046	0.095023	0.500000	NO	769
23286	WWC1	Positive	0.500000	Unlabeled	0.189207	0.094603	0.500000	NO	417
8910	SGCE	Positive	0.500000	Unlabeled	0.189100	0.094550	0.500000	NO	227
5587	PRKD1	Positive	0.500000	Unlabeled	0.188443	0.094221	0.500000	NO	785
5698	PSMB9	Positive	0.500000	Unlabeled	0.187765	0.093882	0.500000	NO	446
19	ABCA1	Positive	0.500000	Unlabeled	0.187122	0.093561	0.500000	NO	621
53827	FXYD5	Positive	0.500000	Unlabeled	0.186847	0.093424	0.500000	NO	747
3113	HLA-DPA1	Unlabeled	0.186361	Positive	0.500000	0.093180	0.500000	NO	203
5101	PCDH9	Positive	0.500000	Unlabeled	0.186250	0.093125	0.500000	NO	585
1501	CTNND2	Positive	0.500000	Unlabeled	0.186004	0.093002	0.500000	NO	638
2562	GABRB3	Positive	0.500000	Unlabeled	0.185782	0.092891	0.500000	NO	334
90993	CREB3L1	Positive	0.500000	Unlabeled	0.185457	0.092728	0.500000	NO	290
1028	CDKN1C	Positive	0.500000	Unlabeled	0.183250	0.091625	0.500000	NO	794
3135	HLA-G	Unlabeled	0.182567	Positive	0.500000	0.091284	0.500000	NO	382
7010	TEK	Positive	0.500000	Unlabeled	0.181776	0.090888	0.500000	NO	156
6804	STX1A	Positive	0.500000	Unlabeled	0.181204	0.090602	0.500000	NO	219
23396	PIP5K1C	Unlabeled	0.180868	Positive	0.500000	0.090434	0.500000	NO	640
780	DDR1	Positive	0.500000	Unlabeled	0.180449	0.090224	0.500000	NO	1665
4784	NFIX	Positive	0.500000	Unlabeled	0.180293	0.090147	0.500000	NO	311
6446	SGK1	Positive	0.500000	Unlabeled	0.180275	0.090138	0.500000	NO	196
7094	TLN1	Unlabeled	0.179786	Positive	0.500000	0.089893	0.500000	NO	373
83700	JAM3	Unlabeled	0.179716	Positive	0.500000	0.089858	0.500000	NO	119
6263	RYR3	Positive	0.500000	Unlabeled	0.179593	0.089796	0.500000	NO	90
152007	GLIPR2	Positive	0.500000	Unlabeled	0.179281	0.089641	0.500000	NO	559
57188	ADAMTSL3	Positive	0.500000	Unlabeled	0.178798	0.089399	0.500000	NO	637
2316	FLNA	Unlabeled	0.178565	Positive	0.500000	0.089282	0.500000	NO	933
5414	SEPT4	Positive	0.500000	Unlabeled	0.177961	0.088980	0.500000	NO	339
5579	PRKCB	Unlabeled	0.177920	Positive	0.500000	0.088960	0.500000	NO	134
1740	DLG2	Positive	0.500000	Unlabeled	0.177798	0.088899	0.500000	NO	129
63940	GPSM3	Positive	0.500000	Unlabeled	0.177327	0.088664	0.500000	NO	161
23345	SYNE1	Positive	0.500000	Unlabeled	0.177033	0.088516	0.500000	NO	490
3134	HLA-F	Unlabeled	0.176931	Positive	0.500000	0.088466	0.500000	NO	448
26470	SEZ6L2	Positive	0.500000	Unlabeled	0.176748	0.088374	0.500000	NO	529
23236	PLCB1	Positive	0.500000	Unlabeled	0.176705	0.088352	0.500000	NO	959
10093	ARPC4	Unlabeled	0.176698	Positive	0.500000	0.088349	0.500000	NO	405
57521	RPTOR	Positive	0.500000	Unlabeled	0.176257	0.088129	0.500000	NO	8
5518	PPP2R1A	Unlabeled	0.175981	Positive	0.500000	0.087991	0.500000	NO	791
3106	HLA-B	Unlabeled	0.175569	Positive	0.500000	0.087785	0.500000	NO	672
207	AKT1	Unlabeled	0.175517	Positive	0.500000	0.087759	0.500000	NO	799
23043	TNIK	Positive	0.500000	Unlabeled	0.175438	0.087719	0.500000	NO	280
1116	CHI3L1	Positive	0.500000	Unlabeled	0.174994	0.087497	0.500000	NO	32
28996	HIPK2	Positive	0.500000	Unlabeled	0.174989	0.087495	0.500000	NO	541
6844	VAMP2	Positive	0.500000	Unlabeled	0.174916	0.087458	0.500000	NO	978
5144	PDE4D	Positive	0.500000	Unlabeled	0.174876	0.087438	0.500000	NO	502
3611	ILK	Unlabeled	0.174658	Positive	0.500000	0.087329	0.500000	NO	773
6925	TCF4	Positive	0.500000	Unlabeled	0.174511	0.087255	0.500000	NO	553
5045	FURIN	Positive	0.500000	Unlabeled	0.174505	0.087253	0.500000	NO	403
2170	FABP3	Positive	0.500000	Unlabeled	0.174436	0.087218	0.500000	NO	243
1072	CFL1	Unlabeled	0.174156	Positive	0.500000	0.087078	0.500000	NO	399
10398	MYL9	Unlabeled	0.173858	Positive	0.500000	0.086929	0.500000	NO	279
6464	SHC1	Unlabeled	0.173689	Positive	0.500000	0.086844	0.500000	NO	362
1500	CTNND1	Positive	0.500000	Unlabeled	0.173678	0.086839	0.500000	NO	1081
81	ACTN4	Unlabeled	0.173597	Positive	0.500000	0.086799	0.500000	NO	546
23245	ASTN2	Positive	0.500000	Unlabeled	0.173475	0.086738	0.500000	NO	138
9586	CREB5	Positive	0.500000	Unlabeled	0.173420	0.086710	0.500000	NO	88
87	ACTN1	Unlabeled	0.173279	Positive	0.500000	0.086639	0.500000	NO	792
27445	PCLO	Positive	0.500000	Unlabeled	0.173248	0.086624	0.500000	NO	437
83660	TLN2	Unlabeled	0.173232	Positive	0.500000	0.086616	0.500000	NO	238
369	ARAF	Unlabeled	0.173227	Positive	0.500000	0.086613	0.500000	NO	249
6709	SPTAN1	Unlabeled	0.173166	Positive	0.500000	0.086583	0.500000	NO	1114
9863	MAGI2	Unlabeled	0.172850	Positive	0.500000	0.086425	0.500000	NO	481
4267	CD99	Unlabeled	0.172829	Positive	0.500000	0.086415	0.500000	NO	611
7791	ZYX	Unlabeled	0.172662	Positive	0.500000	0.086331	0.500000	NO	1042
3125	HLA-DRB3	Unlabeled	0.172424	Positive	0.500000	0.086212	0.500000	NO	110
823	CAPN1	Unlabeled	0.172310	Positive	0.500000	0.086155	0.500000	NO	790
3133	HLA-E	Unlabeled	0.172204	Positive	0.500000	0.086102	0.500000	NO	722
23657	SLC7A11	Positive	0.500000	Unlabeled	0.172180	0.086090	0.500000	NO	394
50807	ASAP1	Positive	0.500000	Unlabeled	0.172113	0.086056	0.500000	NO	347
9892	SNAP91	Positive	0.500000	Unlabeled	0.171892	0.085946	0.500000	NO	53
388	RHOB	Unlabeled	0.171713	Positive	0.500000	0.085856	0.500000	NO	511
7431	VIM	Unlabeled	0.171660	Positive	0.500000	0.085830	0.500000	NO	627
26999	CYFIP2	Unlabeled	0.171612	Positive	0.500000	0.085806	0.500000	NO	559
5605	MAP2K2	Unlabeled	0.171060	Positive	0.500000	0.085530	0.500000	NO	1051
396	ARHGDIA	Unlabeled	0.170641	Positive	0.500000	0.085321	0.500000	NO	1386
2550	GABBR1	Positive	0.500000	Unlabeled	0.170415	0.085208	0.500000	NO	489
9745	ZNF536	Positive	0.500000	Unlabeled	0.170231	0.085115	0.500000	NO	127
2555	GABRA2	Positive	0.500000	Unlabeled	0.170084	0.085042	0.500000	NO	227
2934	GSN	Unlabeled	0.169499	Positive	0.500000	0.084749	0.500000	NO	584
7423	VEGFB	Unlabeled	0.169384	Positive	0.500000	0.084692	0.500000	NO	472
152330	CNTN4	Positive	0.500000	Unlabeled	0.169247	0.084624	0.500000	NO	18
3679	ITGA7	Unlabeled	0.169159	Positive	0.500000	0.084579	0.500000	NO	467
1000	CDH2	Unlabeled	0.168763	Positive	0.500000	0.084382	0.500000	NO	1002
5170	PDPK1	Unlabeled	0.168701	Positive	0.500000	0.084351	0.500000	NO	558
4855	NOTCH4	Positive	0.500000	Unlabeled	0.168669	0.084335	0.500000	NO	282
23705	CADM1	Unlabeled	0.168437	Positive	0.500000	0.084218	0.500000	NO	625
4478	MSN	Unlabeled	0.168408	Positive	0.500000	0.084204	0.500000	NO	607
818	CAMK2G	Unlabeled	0.168144	Positive	0.500000	0.084072	0.500000	NO	1087
10444	ZER1	Positive	0.500000	Unlabeled	0.168036	0.084018	0.500000	NO	840
29780	PARVB	Unlabeled	0.167875	Positive	0.500000	0.083937	0.500000	NO	324
5142	PDE4B	Positive	0.500000	Unlabeled	0.167827	0.083914	0.500000	NO	159
9369	NRXN3	Unlabeled	0.167755	Positive	0.500000	0.083878	0.500000	NO	815
64919	BCL11B	Positive	0.500000	Unlabeled	0.167730	0.083865	0.500000	NO	72
6720	SREBF1	Positive	0.500000	Unlabeled	0.167687	0.083843	0.500000	NO	179
6237	RRAS	Unlabeled	0.167652	Positive	0.500000	0.083826	0.500000	NO	395
2734	GLG1	Unlabeled	0.167616	Positive	0.500000	0.083808	0.500000	NO	878
288	ANK3	Positive	0.500000	Unlabeled	0.167427	0.083713	0.500000	NO	602
6721	SREBF2	Positive	0.500000	Unlabeled	0.167226	0.083613	0.500000	NO	577
10095	ARPC1B	Unlabeled	0.166955	Positive	0.500000	0.083477	0.500000	NO	870
2185	PTK2B	Unlabeled	0.166867	Positive	0.500000	0.083434	0.500000	NO	315
5216	PFN1	Unlabeled	0.166798	Positive	0.500000	0.083399	0.500000	NO	1169
4137	MAPT	Positive	0.500000	Unlabeled	0.166736	0.083368	0.500000	NO	819
10645	CAMKK2	Positive	0.500000	Unlabeled	0.166556	0.083278	0.500000	NO	664
8396	PIP4K2B	Unlabeled	0.166517	Positive	0.500000	0.083259	0.500000	NO	895
60	ACTB	Unlabeled	0.166505	Positive	0.500000	0.083253	0.500000	NO	349
5829	PXN	Unlabeled	0.166495	Positive	0.500000	0.083247	0.500000	NO	803
3678	ITGA5	Unlabeled	0.166468	Positive	0.500000	0.083234	0.500000	NO	607
79837	PIP4K2C	Unlabeled	0.166438	Positive	0.500000	0.083219	0.500000	NO	100
1026	CDKN1A	Unlabeled	0.166361	Positive	0.500000	0.083181	0.500000	NO	500
3790	KCNS3	Positive	0.500000	Unlabeled	0.166350	0.083175	0.500000	NO	28
4900	NRGN	Positive	0.500000	Unlabeled	0.166262	0.083131	0.500000	NO	46
5696	PSMB8	Positive	0.500000	Unlabeled	0.166163	0.083082	0.500000	NO	337
6774	STAT3	Unlabeled	0.166105	Positive	0.500000	0.083053	0.500000	NO	625
3791	KDR	Unlabeled	0.166094	Positive	0.500000	0.083047	0.500000	NO	83
84166	NLRC5	Positive	0.500000	Unlabeled	0.166087	0.083043	0.500000	NO	49
2317	FLNB	Unlabeled	0.166035	Positive	0.500000	0.083018	0.500000	NO	486
7077	TIMP2	Unlabeled	0.166017	Positive	0.500000	0.083009	0.500000	NO	786
2017	CTTN	Unlabeled	0.165984	Positive	0.500000	0.082992	0.500000	NO	329
3913	LAMB2	Unlabeled	0.165957	Positive	0.500000	0.082979	0.500000	NO	1050
10000	AKT3	Unlabeled	0.165949	Positive	0.500000	0.082975	0.500000	NO	1403
5533	PPP3CC	Positive	0.500000	Unlabeled	0.165940	0.082970	0.500000	NO	201
2318	FLNC	Unlabeled	0.165660	Positive	0.500000	0.082830	0.500000	NO	353
3725	JUN	Unlabeled	0.165590	Positive	0.500000	0.082795	0.500000	NO	671
9315	NREP	Positive	0.500000	Unlabeled	0.165489	0.082744	0.500000	NO	605
2783	GNB2	Positive	0.500000	Unlabeled	0.165443	0.082721	0.500000	NO	979
8506	CNTNAP1	Unlabeled	0.165284	Positive	0.500000	0.082642	0.500000	NO	216
8537	BCAS1	Positive	0.500000	Unlabeled	0.165264	0.082632	0.500000	NO	50
1612	DAPK1	Positive	0.500000	Unlabeled	0.165176	0.082588	0.500000	NO	390
572	BAD	Unlabeled	0.165091	Positive	0.500000	0.082546	0.500000	NO	1144
57144	PAK5	Unlabeled	0.165085	Positive	0.500000	0.082542	0.500000	NO	217
5740	PTGIS	Positive	0.500000	Unlabeled	0.164935	0.082468	0.500000	NO	1123
9686	VGLL4	Positive	0.500000	Unlabeled	0.164852	0.082426	0.500000	NO	780
1839	HBEGF	Unlabeled	0.164839	Positive	0.500000	0.082420	0.500000	NO	405
2534	FYN	Unlabeled	0.164742	Positive	0.500000	0.082371	0.500000	NO	704
389	RHOC	Unlabeled	0.164664	Positive	0.500000	0.082332	0.500000	NO	180
3689	ITGB2	Unlabeled	0.164366	Positive	0.500000	0.082183	0.500000	NO	165
5819	NECTIN2	Unlabeled	0.164356	Positive	0.500000	0.082178	0.500000	NO	709
5159	PDGFRB	Unlabeled	0.164288	Positive	0.500000	0.082144	0.500000	NO	184
1284	COL4A2	Unlabeled	0.164059	Positive	0.500000	0.082029	0.500000	NO	913
7040	TGFB1	Unlabeled	0.163999	Positive	0.500000	0.082000	0.500000	NO	1041
27087	B3GAT1	Positive	0.500000	Unlabeled	0.163987	0.081993	0.500000	NO	109
3693	ITGB5	Unlabeled	0.163979	Positive	0.500000	0.081989	0.500000	NO	722
5578	PRKCA	Unlabeled	0.163942	Positive	0.500000	0.081971	0.500000	NO	716
53358	SHC3	Unlabeled	0.163855	Positive	0.500000	0.081927	0.500000	NO	258
783	CACNB2	Positive	0.500000	Unlabeled	0.163823	0.081911	0.500000	NO	739
25	ABL1	Unlabeled	0.163819	Positive	0.500000	0.081910	0.500000	NO	515
1793	DOCK1	Unlabeled	0.163778	Positive	0.500000	0.081889	0.500000	NO	473
9374	PPT2	Positive	0.500000	Unlabeled	0.163694	0.081847	0.500000	NO	417
3265	HRAS	Unlabeled	0.163678	Positive	0.500000	0.081839	0.500000	NO	1232
5880	RAC2	Unlabeled	0.163642	Positive	0.500000	0.081821	0.500000	NO	534
23114	NFASC	Unlabeled	0.163623	Positive	0.500000	0.081812	0.500000	NO	982
23176	SEPT8	Positive	0.500000	Unlabeled	0.163606	0.081803	0.500000	NO	459
7074	TIAM1	Unlabeled	0.163488	Positive	0.500000	0.081744	0.500000	NO	706
29959	NRBP1	Positive	0.500000	Unlabeled	0.163343	0.081671	0.500000	NO	278
1281	COL3A1	Unlabeled	0.163306	Positive	0.500000	0.081653	0.500000	NO	394
9905	SGSM2	Positive	0.500000	Unlabeled	0.163254	0.081627	0.500000	NO	806
2247	FGF2	Unlabeled	0.163188	Positive	0.500000	0.081594	0.500000	NO	436
826	CAPNS1	Positive	0.500000	Unlabeled	0.162949	0.081474	0.500000	NO	1101
23314	SATB2	Positive	0.500000	Unlabeled	0.162913	0.081456	0.500000	NO	645
4628	MYH10	Unlabeled	0.162909	Positive	0.500000	0.081454	0.500000	NO	1372
3745	KCNB1	Positive	0.500000	Unlabeled	0.162737	0.081368	0.500000	NO	499
7424	VEGFC	Unlabeled	0.162724	Positive	0.500000	0.081362	0.500000	NO	339
4897	NRCAM	Unlabeled	0.162595	Positive	0.500000	0.081297	0.500000	NO	864
83593	RASSF5	Positive	0.500000	Unlabeled	0.162585	0.081293	0.500000	NO	304
2173	FABP7	Positive	0.500000	Unlabeled	0.162527	0.081264	0.500000	NO	440
8777	MPDZ	Unlabeled	0.162489	Positive	0.500000	0.081245	0.500000	NO	558
5154	PDGFA	Unlabeled	0.162461	Positive	0.500000	0.081230	0.500000	NO	578
57591	MKL1	Positive	0.500000	Unlabeled	0.162425	0.081212	0.500000	NO	674
5329	PLAUR	Unlabeled	0.162280	Positive	0.500000	0.081140	0.500000	NO	731
857	CAV1	Unlabeled	0.162276	Positive	0.500000	0.081138	0.500000	NO	603
1282	COL4A1	Unlabeled	0.162265	Positive	0.500000	0.081132	0.500000	NO	641
54805	CNNM2	Positive	0.500000	Unlabeled	0.162201	0.081100	0.500000	NO	952
5590	PRKCZ	Unlabeled	0.162157	Positive	0.500000	0.081079	0.500000	NO	412
10163	WASF2	Unlabeled	0.162021	Positive	0.500000	0.081010	0.500000	NO	168
54434	SSH1	Unlabeled	0.161966	Positive	0.500000	0.080983	0.500000	NO	829
2909	ARHGAP35	Unlabeled	0.161697	Positive	0.500000	0.080848	0.500000	NO	825
3911	LAMA5	Unlabeled	0.161657	Positive	0.500000	0.080828	0.500000	NO	791
9568	GABBR2	Positive	0.500000	Unlabeled	0.161536	0.080768	0.500000	NO	1179
6522	SLC4A2	Positive	0.500000	Unlabeled	0.161241	0.080621	0.500000	NO	631
7057	THBS1	Unlabeled	0.161230	Positive	0.500000	0.080615	0.500000	NO	777
9344	TAOK2	Positive	0.500000	Unlabeled	0.161219	0.080610	0.500000	NO	1129
1290	COL5A2	Unlabeled	0.161039	Positive	0.500000	0.080520	0.500000	NO	313
7059	THBS3	Unlabeled	0.161035	Positive	0.500000	0.080517	0.500000	NO	251
9605	VPS9D1	Positive	0.500000	Unlabeled	0.160980	0.080490	0.500000	NO	273
1742	DLG4	Positive	0.500000	Unlabeled	0.160878	0.080439	0.500000	NO	732
5499	PPP1CA	Unlabeled	0.160728	Positive	0.500000	0.080364	0.500000	NO	1526
2889	RAPGEF1	Unlabeled	0.160688	Positive	0.500000	0.080344	0.500000	NO	196
3915	LAMC1	Unlabeled	0.160686	Positive	0.500000	0.080343	0.500000	NO	1621
29801	ZDHHC8	Positive	0.500000	Unlabeled	0.160555	0.080277	0.500000	NO	300
2037	EPB41L2	Unlabeled	0.160498	Positive	0.500000	0.080249	0.500000	NO	376
3675	ITGA3	Unlabeled	0.160439	Positive	0.500000	0.080220	0.500000	NO	402
473	RERE	Positive	0.500000	Unlabeled	0.160411	0.080206	0.500000	NO	691
6548	SLC9A1	Unlabeled	0.160300	Positive	0.500000	0.080150	0.500000	NO	156
8874	ARHGEF7	Unlabeled	0.160270	Positive	0.500000	0.080135	0.500000	NO	850
4638	MYLK	Unlabeled	0.160214	Positive	0.500000	0.080107	0.500000	NO	445
1289	COL5A1	Unlabeled	0.160208	Positive	0.500000	0.080104	0.500000	NO	599
4313	MMP2	Unlabeled	0.160206	Positive	0.500000	0.080103	0.500000	NO	709
25791	NGEF	Positive	0.500000	Unlabeled	0.160170	0.080085	0.500000	NO	30
775	CACNA1C	Positive	0.500000	Unlabeled	0.160136	0.080068	0.500000	NO	279
3480	IGF1R	Unlabeled	0.159857	Positive	0.500000	0.079929	0.500000	NO	1271
5156	PDGFRA	Unlabeled	0.159849	Positive	0.500000	0.079925	0.500000	NO	1335
3897	L1CAM	Unlabeled	0.159842	Positive	0.500000	0.079921	0.500000	NO	776
10554	AGPAT1	Positive	0.500000	Unlabeled	0.159761	0.079880	0.500000	NO	1105
5894	RAF1	Unlabeled	0.159760	Positive	0.500000	0.079880	0.500000	NO	324
5293	PIK3CD	Unlabeled	0.159750	Positive	0.500000	0.079875	0.500000	NO	230
23293	SMG6	Positive	0.500000	Unlabeled	0.159653	0.079826	0.500000	NO	655
3912	LAMB1	Unlabeled	0.159388	Positive	0.500000	0.079694	0.500000	NO	611
5243	ABCB1	Positive	0.500000	Unlabeled	0.159326	0.079663	0.500000	NO	48
1729	DIAPH1	Unlabeled	0.159292	Positive	0.500000	0.079646	0.500000	NO	350
23383	MAU2	Positive	0.500000	Unlabeled	0.159223	0.079611	0.500000	NO	456
1277	COL1A1	Unlabeled	0.159176	Positive	0.500000	0.079588	0.500000	NO	782
9138	ARHGEF1	Unlabeled	0.159171	Positive	0.500000	0.079585	0.500000	NO	611
2002	ELK1	Unlabeled	0.159116	Positive	0.500000	0.079558	0.500000	NO	548
6840	SVIL	Unlabeled	0.158854	Positive	0.500000	0.079427	0.500000	NO	630
7408	VASP	Unlabeled	0.158851	Positive	0.500000	0.079425	0.500000	NO	264
2335	FN1	Unlabeled	0.158827	Positive	0.500000	0.079414	0.500000	NO	483
7414	VCL	Unlabeled	0.158815	Positive	0.500000	0.079408	0.500000	NO	606
80310	PDGFD	Unlabeled	0.158755	Positive	0.500000	0.079377	0.500000	NO	116
1978	EIF4EBP1	Unlabeled	0.158695	Positive	0.500000	0.079347	0.500000	NO	609
57688	ZSWIM6	Positive	0.500000	Unlabeled	0.158582	0.079291	0.500000	NO	501
56899	ANKS1B	Positive	0.500000	Unlabeled	0.158001	0.079000	0.500000	NO	56
3371	TNC	Unlabeled	0.157979	Positive	0.500000	0.078989	0.500000	NO	351
10298	PAK4	Unlabeled	0.157949	Positive	0.500000	0.078975	0.500000	NO	602
5797	PTPRM	Unlabeled	0.157919	Positive	0.500000	0.078960	0.500000	NO	456
83719	YPEL3	Positive	0.500000	Unlabeled	0.157902	0.078951	0.500000	NO	196
5089	PBX2	Positive	0.500000	Unlabeled	0.157901	0.078951	0.500000	NO	766
25945	NECTIN3	Unlabeled	0.157780	Positive	0.500000	0.078890	0.500000	NO	332
152	ADRA2C	Positive	0.500000	Unlabeled	0.157729	0.078865	0.500000	NO	291
26051	PPP1R16B	Positive	0.500000	Unlabeled	0.157671	0.078836	0.500000	NO	35
1495	CTNNA1	Unlabeled	0.157654	Positive	0.500000	0.078827	0.500000	NO	1147
3291	HSD11B2	Positive	0.500000	Unlabeled	0.157447	0.078723	0.500000	NO	52
3059	HCLS1	Unlabeled	0.157239	Positive	0.500000	0.078620	0.500000	NO	98
1278	COL1A2	Unlabeled	0.157223	Positive	0.500000	0.078612	0.500000	NO	409
9881	TRANK1	Positive	0.500000	Unlabeled	0.157221	0.078611	0.500000	NO	51
2932	GSK3B	Unlabeled	0.157190	Positive	0.500000	0.078595	0.500000	NO	481
2064	ERBB2	Unlabeled	0.157060	Positive	0.500000	0.078530	0.500000	NO	882
1272	CNTN1	Unlabeled	0.157019	Positive	0.500000	0.078510	0.500000	NO	428
23365	ARHGEF12	Unlabeled	0.156983	Positive	0.500000	0.078492	0.500000	NO	689
390	RND3	Unlabeled	0.156919	Positive	0.500000	0.078459	0.500000	NO	658
