#EntrezID	Name	DisLabel	DisScore	ProcLabel	ProcScore	Combined	Conflict?
56899	ANKS1B	Positive	1.000000	Unlabeled	0.344121	0.344121	NO
604	BCL6	Positive	1.000000	Unlabeled	0.343959	0.343959	NO
22881	ANKRD6	Positive	1.000000	Unlabeled	0.343838	0.343838	NO
25854	FAM149A	Positive	1.000000	Unlabeled	0.343676	0.343676	NO
66035	SLC2A11	Positive	1.000000	Unlabeled	0.343474	0.343474	NO
79785	RERGL	Positive	1.000000	Unlabeled	0.343223	0.343223	NO
8835	SOCS2	Positive	1.000000	Unlabeled	0.343026	0.343026	NO
254295	PHYHD1	Positive	1.000000	Unlabeled	0.342752	0.342752	NO
2788	GNG7	Positive	1.000000	Unlabeled	0.342213	0.342213	NO
8658	TNKS	Positive	1.000000	Unlabeled	0.342161	0.342161	NO
51762	RAB8B	Positive	1.000000	Unlabeled	0.341383	0.341383	NO
161198	CLEC14A	Positive	1.000000	Unlabeled	0.341379	0.341379	NO
57182	ANKRD50	Positive	1.000000	Unlabeled	0.340746	0.340746	NO
3356	HTR2A	Positive	1.000000	Unlabeled	0.340465	0.340465	NO
5127	CDK16	Positive	1.000000	Unlabeled	0.340186	0.340186	NO
64236	PDLIM2	Positive	1.000000	Unlabeled	0.340156	0.340156	NO
27185	DISC1	Positive	1.000000	Unlabeled	0.340099	0.340099	NO
63941	NECAB3	Positive	1.000000	Unlabeled	0.339535	0.339535	NO
5639	PRRG2	Positive	1.000000	Unlabeled	0.339167	0.339167	NO
23603	CORO1C	Positive	1.000000	Unlabeled	0.338876	0.338876	NO
30815	ST6GALNAC6	Positive	1.000000	Unlabeled	0.338717	0.338717	NO
56145	PCDHA3	Positive	1.000000	Unlabeled	0.338567	0.338567	NO
80055	PGAP1	Positive	1.000000	Unlabeled	0.338189	0.338189	NO
10815	CPLX1	Positive	1.000000	Unlabeled	0.338129	0.338129	NO
10023	FRAT1	Positive	1.000000	Unlabeled	0.338068	0.338068	NO
23138	N4BP3	Positive	1.000000	Unlabeled	0.337575	0.337575	NO
83450	DRC3	Positive	1.000000	Unlabeled	0.337437	0.337437	NO
8646	CHRD	Positive	1.000000	Unlabeled	0.337331	0.337331	NO
399474	TMEM200B	Positive	1.000000	Unlabeled	0.336696	0.336696	NO
55033	FKBP14	Positive	1.000000	Unlabeled	0.336205	0.336205	NO
65988	ZNF747	Positive	1.000000	Unlabeled	0.336139	0.336139	NO
1808	DPYSL2	Positive	1.000000	Unlabeled	0.336105	0.336105	NO
387640	SKIDA1	Positive	1.000000	Unlabeled	0.335980	0.335980	NO
1160	CKMT2	Positive	1.000000	Unlabeled	0.335253	0.335253	NO
3338	DNAJC4	Positive	1.000000	Unlabeled	0.334903	0.334903	NO
8991	SELENBP1	Positive	1.000000	Unlabeled	0.334855	0.334855	NO
441869	ANKRD65	Positive	1.000000	Unlabeled	0.334361	0.334361	NO
8525	DGKZ	Positive	1.000000	Unlabeled	0.334340	0.334340	NO
66004	LYNX1	Positive	1.000000	Unlabeled	0.334296	0.334296	NO
54726	OTUD4	Positive	1.000000	Unlabeled	0.333925	0.333925	NO
205	AK4	Positive	1.000000	Unlabeled	0.333637	0.333637	NO
64925	CCDC71	Positive	1.000000	Unlabeled	0.333614	0.333614	NO
375704	ENHO	Positive	1.000000	Unlabeled	0.333531	0.333531	NO
2558	GABRA5	Positive	1.000000	Unlabeled	0.333376	0.333376	NO
23761	PISD	Positive	1.000000	Unlabeled	0.333250	0.333250	NO
148641	SLC35F3	Positive	1.000000	Unlabeled	0.333047	0.333047	NO
168391	GALNTL5	Positive	1.000000	Unlabeled	0.332931	0.332931	NO
285513	GPRIN3	Positive	1.000000	Unlabeled	0.332777	0.332777	NO
94160	ABCC12	Positive	1.000000	Unlabeled	0.332540	0.332540	NO
1774	DNASE1L1	Positive	1.000000	Unlabeled	0.331930	0.331930	NO
57799	RAB40C	Positive	1.000000	Unlabeled	0.331700	0.331700	NO
139065	SLITRK4	Positive	1.000000	Unlabeled	0.331513	0.331513	NO
105	ADARB2	Positive	1.000000	Unlabeled	0.331260	0.331260	NO
255275	MYADML2	Positive	1.000000	Unlabeled	0.331054	0.331054	NO
79671	NLRX1	Positive	1.000000	Unlabeled	0.330950	0.330950	NO
85460	ZNF518B	Positive	1.000000	Unlabeled	0.330937	0.330937	NO
85442	KNDC1	Positive	1.000000	Unlabeled	0.330814	0.330814	NO
27146	FAM184B	Positive	1.000000	Unlabeled	0.330774	0.330774	NO
57600	FNIP2	Positive	1.000000	Unlabeled	0.330757	0.330757	NO
79412	KREMEN2	Positive	1.000000	Unlabeled	0.330591	0.330591	NO
286336	FAM78A	Positive	1.000000	Unlabeled	0.330288	0.330288	NO
284358	MAMSTR	Positive	1.000000	Unlabeled	0.329986	0.329986	NO
4974	OMG	Positive	1.000000	Unlabeled	0.329982	0.329982	NO
4114	MAGEB3	Unlabeled	1.000000	Unlabeled	0.329965	0.329965	NO
56146	PCDHA2	Positive	1.000000	Unlabeled	0.329965	0.329965	NO
56245	C21orf62	Positive	1.000000	Unlabeled	0.329926	0.329926	NO
55466	DNAJA4	Positive	1.000000	Unlabeled	0.329607	0.329607	NO
8482	SEMA7A	Positive	1.000000	Unlabeled	0.329453	0.329453	NO
79095	C9orf16	Positive	1.000000	Unlabeled	0.329442	0.329442	NO
246175	CNOT6L	Positive	1.000000	Unlabeled	0.329361	0.329361	NO
728116	ZBTB8B	Positive	1.000000	Unlabeled	0.329316	0.329316	NO
22847	ZNF507	Positive	1.000000	Unlabeled	0.329306	0.329306	NO
1813	DRD2	Positive	1.000000	Unlabeled	0.329269	0.329269	NO
158399	ZNF483	Positive	1.000000	Unlabeled	0.328855	0.328855	NO
9991	PTBP3	Positive	1.000000	Unlabeled	0.328749	0.328749	NO
11152	WDR45	Positive	1.000000	Unlabeled	0.328417	0.328417	NO
116	ADCYAP1	Positive	1.000000	Unlabeled	0.328190	0.328190	NO
3699	ITIH3	Positive	1.000000	Unlabeled	0.327969	0.327969	NO
403314	APOBEC4	Positive	1.000000	Unlabeled	0.327735	0.327735	NO
7762	ZNF215	Positive	1.000000	Unlabeled	0.327571	0.327571	NO
85452	CFAP74	Positive	1.000000	Unlabeled	0.327388	0.327388	NO
192668	CYS1	Positive	1.000000	Unlabeled	0.327350	0.327350	NO
90134	KCNH7	Positive	1.000000	Unlabeled	0.327337	0.327337	NO
51257	MARCH2	Positive	1.000000	Unlabeled	0.327150	0.327150	NO
84458	LCOR	Positive	1.000000	Unlabeled	0.327109	0.327109	NO
84532	ACSS1	Positive	1.000000	Unlabeled	0.326907	0.326907	NO
11320	MGAT4A	Positive	1.000000	Unlabeled	0.325950	0.325950	NO
138162	C9orf116	Positive	1.000000	Unlabeled	0.325946	0.325946	NO
54734	RAB39A	Positive	1.000000	Unlabeled	0.325626	0.325626	NO
9931	HELZ	Positive	1.000000	Unlabeled	0.325558	0.325558	NO
153222	CREBRF	Positive	1.000000	Unlabeled	0.325554	0.325554	NO
92305	TMEM129	Positive	1.000000	Unlabeled	0.325260	0.325260	NO
149041	RC3H1	Positive	1.000000	Unlabeled	0.325204	0.325204	NO
56143	PCDHA5	Positive	1.000000	Unlabeled	0.325020	0.325020	NO
84919	PPP1R15B	Positive	1.000000	Unlabeled	0.324860	0.324860	NO
2561	GABRB2	Positive	1.000000	Unlabeled	0.324715	0.324715	NO
10522	DEAF1	Positive	1.000000	Unlabeled	0.324496	0.324496	NO
389677	RBM12B	Positive	1.000000	Unlabeled	0.324430	0.324430	NO
4160	MC4R	Positive	1.000000	Unlabeled	0.324088	0.324088	NO
574036	SERTAD4-AS1	Positive	1.000000	Unlabeled	0.323152	0.323152	NO
363	AQP6	Positive	1.000000	Unlabeled	0.323083	0.323083	NO
84572	GNPTG	Positive	1.000000	Unlabeled	0.322804	0.322804	NO
162427	RETREG3	Positive	1.000000	Unlabeled	0.322534	0.322534	NO
152002	XXYLT1	Positive	1.000000	Unlabeled	0.322173	0.322173	NO
5033	P4HA1	Positive	1.000000	Unlabeled	0.321881	0.321881	NO
6870	TACR3	Positive	1.000000	Unlabeled	0.321850	0.321850	NO
50650	ARHGEF3	Positive	1.000000	Unlabeled	0.321606	0.321606	NO
6540	SLC6A13	Positive	1.000000	Unlabeled	0.321260	0.321260	NO
3698	ITIH2	Positive	1.000000	Unlabeled	0.321017	0.321017	NO
56829	ZC3HAV1	Positive	1.000000	Unlabeled	0.320958	0.320958	NO
84152	PPP1R1B	Positive	1.000000	Unlabeled	0.320927	0.320927	NO
7803	PTP4A1	Positive	1.000000	Unlabeled	0.320641	0.320641	NO
5927	KDM5A	Positive	1.000000	Unlabeled	0.320314	0.320314	NO
122970	ACOT4	Positive	1.000000	Unlabeled	0.320069	0.320069	NO
5610	EIF2AK2	Positive	1.000000	Unlabeled	0.319814	0.319814	NO
55152	DALRD3	Positive	1.000000	Unlabeled	0.319593	0.319593	NO
9878	TOX4	Positive	1.000000	Unlabeled	0.319420	0.319420	NO
11316	COPE	Positive	1.000000	Unlabeled	0.319287	0.319287	NO
90485	ZNF835	Positive	1.000000	Unlabeled	0.318764	0.318764	NO
148198	ZNF98	Positive	1.000000	Unlabeled	0.318673	0.318673	NO
170463	SSBP4	Positive	1.000000	Unlabeled	0.318306	0.318306	NO
60495	HPSE2	Positive	1.000000	Unlabeled	0.318032	0.318032	NO
219623	TMEM26	Positive	1.000000	Unlabeled	0.317947	0.317947	NO
10116	FEM1B	Positive	1.000000	Unlabeled	0.317700	0.317700	NO
151835	CPNE9	Positive	1.000000	Unlabeled	0.317088	0.317088	NO
4154	MBNL1	Positive	1.000000	Unlabeled	0.316862	0.316862	NO
92597	MOB1B	Positive	1.000000	Unlabeled	0.315850	0.315850	NO
55103	RALGPS2	Positive	1.000000	Unlabeled	0.315462	0.315462	NO
65065	NBEAL1	Positive	1.000000	Unlabeled	0.314579	0.314579	NO
29068	ZBTB44	Positive	1.000000	Unlabeled	0.314004	0.314004	NO
79947	DHDDS	Positive	1.000000	Unlabeled	0.313427	0.313427	NO
1135	CHRNA2	Positive	1.000000	Unlabeled	0.313252	0.313252	NO
114984	FLYWCH2	Positive	1.000000	Unlabeled	0.313242	0.313242	NO
169270	ZNF596	Positive	1.000000	Unlabeled	0.313061	0.313061	NO
64743	WDR13	Positive	1.000000	Unlabeled	0.312908	0.312908	NO
64795	RMND5A	Positive	1.000000	Unlabeled	0.311856	0.311856	NO
654429	LRTM2	Positive	1.000000	Unlabeled	0.311514	0.311514	NO
9320	TRIP12	Positive	1.000000	Unlabeled	0.310293	0.310293	NO
9877	ZC3H11A	Positive	1.000000	Unlabeled	0.309592	0.309592	NO
23411	SIRT1	Positive	1.000000	Unlabeled	0.309373	0.309373	NO
23760	PITPNB	Positive	1.000000	Unlabeled	0.309261	0.309261	NO
79139	DERL1	Positive	1.000000	Unlabeled	0.309104	0.309104	NO
64116	SLC39A8	Positive	1.000000	Unlabeled	0.309094	0.309094	NO
26	AOC1	Positive	1.000000	Unlabeled	0.308857	0.308857	NO
23200	ATP11B	Positive	1.000000	Unlabeled	0.308549	0.308549	NO
400120	SERTM1	Positive	1.000000	Unlabeled	0.308518	0.308518	NO
55588	MED29	Positive	1.000000	Unlabeled	0.308493	0.308493	NO
6988	TCTA	Positive	1.000000	Unlabeled	0.305805	0.305805	NO
64792	IFT22	Positive	1.000000	Unlabeled	0.305477	0.305477	NO
128439	SNHG11	Positive	1.000000	Unlabeled	0.304898	0.304898	NO
7073	TIAL1	Positive	1.000000	Unlabeled	0.304844	0.304844	NO
5067	CNTN3	Positive	1.000000	Unlabeled	0.304159	0.304159	NO
65094	JMJD4	Positive	1.000000	Unlabeled	0.303739	0.303739	NO
285126	DNAJC5G	Positive	1.000000	Unlabeled	0.303349	0.303349	NO
11231	SEC63	Positive	1.000000	Unlabeled	0.303141	0.303141	NO
140890	SREK1	Positive	1.000000	Unlabeled	0.302991	0.302991	NO
167227	DCP2	Positive	1.000000	Unlabeled	0.302411	0.302411	NO
57472	CNOT6	Positive	1.000000	Unlabeled	0.302225	0.302225	NO
27152	INTU	Positive	1.000000	Unlabeled	0.301919	0.301919	NO
1869	E2F1	Positive	1.000000	Unlabeled	0.301885	0.301885	NO
93058	COQ10A	Positive	1.000000	Unlabeled	0.301850	0.301850	NO
10445	MCRS1	Positive	1.000000	Unlabeled	0.301413	0.301413	NO
150383	CDPF1	Positive	1.000000	Unlabeled	0.300881	0.300881	NO
8087	FXR1	Positive	1.000000	Unlabeled	0.300760	0.300760	NO
10285	SMNDC1	Positive	1.000000	Unlabeled	0.300550	0.300550	NO
63905	MANBAL	Positive	1.000000	Unlabeled	0.300117	0.300117	NO
89958	SAPCD2	Positive	1.000000	Unlabeled	0.300044	0.300044	NO
10914	PAPOLA	Positive	1.000000	Unlabeled	0.299579	0.299579	NO
113251	LARP4	Positive	1.000000	Unlabeled	0.298338	0.298338	NO
117177	RAB3IP	Positive	1.000000	Unlabeled	0.297998	0.297998	NO
55004	LAMTOR1	Positive	1.000000	Unlabeled	0.297949	0.297949	NO
57223	PPP4R3B	Positive	1.000000	Unlabeled	0.297694	0.297694	NO
80306	MED28	Positive	1.000000	Unlabeled	0.297103	0.297103	NO
3189	HNRNPH3	Positive	1.000000	Unlabeled	0.296886	0.296886	NO
79754	ASB13	Positive	1.000000	Unlabeled	0.296778	0.296778	NO
55728	N4BP2	Positive	1.000000	Unlabeled	0.296730	0.296730	NO
347862	GATD1	Positive	1.000000	Unlabeled	0.296699	0.296699	NO
64320	RNF25	Positive	1.000000	Unlabeled	0.296442	0.296442	NO
79071	ELOVL6	Positive	1.000000	Unlabeled	0.296419	0.296419	NO
284076	TTLL6	Positive	1.000000	Unlabeled	0.295597	0.295597	NO
3192	HNRNPU	Positive	1.000000	Unlabeled	0.294410	0.294410	NO
7514	XPO1	Positive	1.000000	Unlabeled	0.293604	0.293604	NO
391322	LOC391322	Unlabeled	1.000000	Unlabeled	0.293144	0.293144	NO
4673	NAP1L1	Positive	1.000000	Unlabeled	0.293144	0.293144	NO
150538	SATB2-AS1	Positive	1.000000	Unlabeled	0.292941	0.292941	NO
63826	SRR	Positive	1.000000	Unlabeled	0.292850	0.292850	NO
84276	NICN1	Positive	1.000000	Unlabeled	0.292356	0.292356	NO
285193	DUSP28	Positive	1.000000	Unlabeled	0.292113	0.292113	NO
154007	SNRNP48	Positive	1.000000	Unlabeled	0.291901	0.291901	NO
8539	API5	Positive	1.000000	Unlabeled	0.291280	0.291280	NO
2058	EPRS	Positive	1.000000	Unlabeled	0.291233	0.291233	NO
3320	HSP90AA1	Positive	1.000000	Unlabeled	0.290566	0.290566	NO
293	SLC25A6	Positive	1.000000	Unlabeled	0.290388	0.290388	NO
6944	VPS72	Positive	1.000000	Unlabeled	0.289992	0.289992	NO
10146	G3BP1	Positive	1.000000	Unlabeled	0.289539	0.289539	NO
10460	TACC3	Positive	1.000000	Unlabeled	0.288514	0.288514	NO
159090	FAM122B	Positive	1.000000	Unlabeled	0.288301	0.288301	NO
11052	CPSF6	Positive	1.000000	Unlabeled	0.287783	0.287783	NO
129787	TMEM18	Positive	1.000000	Unlabeled	0.286492	0.286492	NO
29086	BABAM1	Positive	1.000000	Unlabeled	0.285820	0.285820	NO
115827	RAB3C	Positive	1.000000	Unlabeled	0.284551	0.284551	NO
84275	SLC25A33	Positive	1.000000	Unlabeled	0.284526	0.284526	NO
83448	PUS7L	Positive	1.000000	Unlabeled	0.283984	0.283984	NO
5201	PFDN1	Positive	1.000000	Unlabeled	0.282622	0.282622	NO
10884	MRPS30	Positive	1.000000	Unlabeled	0.281580	0.281580	NO
56647	BCCIP	Positive	1.000000	Unlabeled	0.279152	0.279152	NO
100124534	SNORA84	Unlabeled	1.000000	Unlabeled	0.278299	0.278299	NO
80775	TMEM177	Positive	1.000000	Unlabeled	0.278299	0.278299	NO
54884	RETSAT	Positive	1.000000	Unlabeled	0.278278	0.278278	NO
216	ALDH1A1	Positive	1.000000	Unlabeled	0.277683	0.277683	NO
25896	INTS7	Positive	1.000000	Unlabeled	0.276379	0.276379	NO
4622	MYH4	Unlabeled	0.274714	Positive	1.000000	0.274714	NO
328	APEX1	Positive	1.000000	Unlabeled	0.274586	0.274586	NO
84681	HINT2	Positive	1.000000	Unlabeled	0.271448	0.271448	NO
53842	CLDN22	Unlabeled	0.255568	Positive	1.000000	0.255568	NO
57502	NLGN4X	Unlabeled	0.253803	Positive	1.000000	0.253803	NO
374467	374467	Unlabeled	0.500000	Unlabeled	0.500000	0.250000	NO
144535	CFAP54	Unlabeled	0.500000	Unlabeled	0.500000	0.250000	NO
440173	LOC440173	Unlabeled	0.446749	Unlabeled	0.555559	0.248195	NO
5290	PIK3CA	Unlabeled	0.231782	Positive	1.000000	0.231782	NO
399716	LOC399716	Unlabeled	0.362547	Unlabeled	0.637698	0.231195	NO
6198	RPS6KB1	Unlabeled	0.230023	Positive	1.000000	0.230023	NO
5908	RAP1B	Unlabeled	0.229545	Positive	1.000000	0.229545	NO
10672	GNA13	Unlabeled	0.229471	Positive	1.000000	0.229471	NO
5520	PPP2R2A	Unlabeled	0.228332	Positive	1.000000	0.228332	NO
340156	MYLK4	Unlabeled	0.227570	Positive	1.000000	0.227570	NO
5584	PRKCI	Unlabeled	0.227412	Positive	1.000000	0.227412	NO
9459	ARHGEF6	Unlabeled	0.226466	Positive	1.000000	0.226466	NO
6093	ROCK1	Unlabeled	0.225933	Positive	1.000000	0.225933	NO
10097	ACTR2	Unlabeled	0.225888	Positive	1.000000	0.225888	NO
1027	CDKN1B	Unlabeled	0.225102	Positive	1.000000	0.225102	NO
4659	PPP1R12A	Unlabeled	0.224588	Positive	1.000000	0.224588	NO
8826	IQGAP1	Unlabeled	0.224543	Positive	1.000000	0.224543	NO
56924	PAK6	Unlabeled	0.224442	Positive	1.000000	0.224442	NO
5058	PAK1	Unlabeled	0.224003	Positive	1.000000	0.224003	NO
5062	PAK2	Unlabeled	0.223894	Positive	1.000000	0.223894	NO
5515	PPP2CA	Unlabeled	0.223847	Positive	1.000000	0.223847	NO
1399	CRKL	Unlabeled	0.223688	Positive	1.000000	0.223688	NO
394	ARHGAP5	Unlabeled	0.223563	Positive	1.000000	0.223563	NO
257194	NEGR1	Unlabeled	0.223432	Positive	1.000000	0.223432	NO
10787	NCKAP1	Unlabeled	0.223431	Positive	1.000000	0.223431	NO
5500	PPP1CB	Unlabeled	0.223087	Positive	1.000000	0.223087	NO
22800	RRAS2	Unlabeled	0.223038	Positive	1.000000	0.223038	NO
5921	RASA1	Unlabeled	0.222844	Positive	1.000000	0.222844	NO
868	CBLB	Unlabeled	0.222811	Positive	1.000000	0.222811	NO
7430	EZR	Unlabeled	0.222793	Positive	1.000000	0.222793	NO
9475	ROCK2	Unlabeled	0.222744	Positive	1.000000	0.222744	NO
1398	CRK	Unlabeled	0.222168	Positive	1.000000	0.222168	NO
8573	CASK	Unlabeled	0.222109	Positive	1.000000	0.222109	NO
55844	PPP2R2D	Unlabeled	0.221966	Positive	1.000000	0.221966	NO
998	CDC42	Unlabeled	0.221815	Positive	1.000000	0.221815	NO
382	ARF6	Unlabeled	0.221560	Positive	1.000000	0.221560	NO
5906	RAP1A	Unlabeled	0.221558	Positive	1.000000	0.221558	NO
5747	PTK2	Unlabeled	0.221413	Positive	1.000000	0.221413	NO
5728	PTEN	Unlabeled	0.221262	Positive	1.000000	0.221262	NO
1457	CSNK2A1	Unlabeled	0.220909	Positive	1.000000	0.220909	NO
10096	ACTR3	Unlabeled	0.220861	Positive	1.000000	0.220861	NO
5501	PPP1CC	Unlabeled	0.220744	Positive	1.000000	0.220744	NO
8440	NCK2	Unlabeled	0.220717	Positive	1.000000	0.220717	NO
4690	NCK1	Unlabeled	0.220696	Positive	1.000000	0.220696	NO
1073	CFL2	Unlabeled	0.220387	Positive	1.000000	0.220387	NO
8936	WASF1	Unlabeled	0.220367	Positive	1.000000	0.220367	NO
64398	MPP5	Unlabeled	0.220007	Positive	1.000000	0.220007	NO
260425	MAGI3	Unlabeled	0.219727	Positive	1.000000	0.219727	NO
5894	RAF1	Unlabeled	0.219674	Positive	1.000000	0.219674	NO
6416	MAP2K4	Unlabeled	0.219361	Positive	1.000000	0.219361	NO
2932	GSK3B	Unlabeled	0.219251	Positive	1.000000	0.219251	NO
55970	GNG12	Unlabeled	0.219150	Positive	1.000000	0.219150	NO
5595	MAPK3	Unlabeled	0.219001	Positive	1.000000	0.219001	NO
5594	MAPK1	Unlabeled	0.218965	Positive	1.000000	0.218965	NO
8874	ARHGEF7	Unlabeled	0.218672	Positive	1.000000	0.218672	NO
55740	ENAH	Unlabeled	0.218479	Positive	1.000000	0.218479	NO
441400	RAB1C	Unlabeled	0.218107	Unlabeled	1.000000	0.218107	NO
2885	GRB2	Unlabeled	0.218107	Positive	1.000000	0.218107	NO
1499	CTNNB1	Unlabeled	0.218042	Positive	1.000000	0.218042	NO
2069	EREG	Unlabeled	0.217729	Positive	1.000000	0.217729	NO
3655	ITGA6	Unlabeled	0.217566	Positive	1.000000	0.217566	NO
57530	CGN	Unlabeled	0.217451	Positive	1.000000	0.217451	NO
1003	CDH5	Unlabeled	0.217259	Positive	1.000000	0.217259	NO
8976	WASL	Unlabeled	0.217195	Positive	1.000000	0.217195	NO
9414	TJP2	Unlabeled	0.216983	Positive	1.000000	0.216983	NO
9564	BCAR1	Unlabeled	0.216929	Positive	1.000000	0.216929	NO
5604	MAP2K1	Unlabeled	0.216782	Positive	1.000000	0.216782	NO
6655	SOS2	Unlabeled	0.216740	Positive	1.000000	0.216740	NO
3688	ITGB1	Unlabeled	0.216720	Positive	1.000000	0.216720	NO
10092	ARPC5	Unlabeled	0.216358	Positive	1.000000	0.216358	NO
3685	ITGAV	Unlabeled	0.216318	Positive	1.000000	0.216318	NO
5295	PIK3R1	Unlabeled	0.216027	Positive	1.000000	0.216027	NO
823	CAPN1	Unlabeled	0.215643	Positive	1.000000	0.215643	NO
817	CAMK2D	Unlabeled	0.215526	Positive	1.000000	0.215526	NO
207	AKT1	Unlabeled	0.215344	Positive	1.000000	0.215344	NO
2534	FYN	Unlabeled	0.215299	Positive	1.000000	0.215299	NO
5516	PPP2CB	Unlabeled	0.214989	Positive	1.000000	0.214989	NO
214	ALCAM	Unlabeled	0.214902	Positive	1.000000	0.214902	NO
5291	PIK3CB	Unlabeled	0.214832	Positive	1.000000	0.214832	NO
1459	CSNK2A2	Unlabeled	0.214794	Positive	1.000000	0.214794	NO
